"","Child","X","layer","age","aq","priorByMean","priorByStd","priorByMaxmin","MeanCompl","MeanMeaning","MeanTracing","MeanColoring","MeanScribble"
"51","P44",668,6,38,22,0.527023343037001,0.177739137931608,0.605679830824084,22.8620689655172,27.2758620689655,19.551724137931,37.0344827586207,49.7241379310345
"52","P45",669,6,36,20,0.426355843304898,0.0929481960958201,0.339193693422159,24.0862068965517,43.6896551724138,45.2068965517241,47.5172413793103,33.6896551724138
"53","P46",670,6,60,17.1428571428571,0.505910259418849,0.231660721817038,0.616755452042278,57.2619047619048,69.1904761904762,16.6190476190476,30.4285714285714,24.8571428571429
"54","P47",671,6,69,27,0.522219314487101,0.119561710284732,0.414045313034064,71.6428571428571,83.6428571428571,14.9285714285714,14.9642857142857,11.3035714285714
"55","P48",672,6,47,18.3673469387755,0.41959323994849,0.12388629858871,0.334981698308254,19.6774193548387,28.741935483871,18.1935483870968,38.5806451612903,56.1935483870968
"56","P50",673,6,26,10.7142857142857,0.351661332293537,0.137241183013808,0.446001399253391,23.9,27.1333333333333,19.5666666666667,24.6666666666667,60.65
"57","P51",674,6,37,22,0.534914974381528,0.0929565912276755,0.354694058986017,44.9838709677419,54.6451612903226,37.4193548387097,37.7096774193548,35.6129032258064
"58","P52",675,6,27,14,0.40152214108882,0.101788423907163,0.327465277250197,20.6612903225806,17.1935483870968,19.3225806451613,25.4838709677419,58.258064516129
"59","P53",676,6,35,17,0.506256508235274,0.134022531965176,0.452357863138504,68.7333333333333,81.2,14.4666666666667,35.2,14
"60","P54",677,6,41,16,0.195983400069589,0.0699481462917613,0.236547213027385,21.1666666666667,20.0740740740741,16.1481481481481,20.5555555555556,56.6851851851852
"61","P55",678,6,49,11,0.376053640327512,0.0886231101794922,0.368733179414156,14.0384615384615,48.5,20.3076923076923,66.7307692307692,31.0384615384615
"62","P56",679,6,73,23,0.469590955686697,0.164367022560051,0.53190523572984,58.9354838709677,76,24.6774193548387,27.258064516129,14.9193548387097
"63","P57",680,6,90,16,0.457528252845857,0.109050354523252,0.403475374990572,64.2222222222222,76.0740740740741,22.2962962962963,22.8148148148148,20.7777777777778
"64","P58",681,6,99,14.2857142857143,0.705050852305653,0.123941218528669,0.412857477837911,63.5967741935484,86.8387096774194,11.8709677419355,32.3870967741936,10.6612903225806
"65","P59",682,6,49,25,0.635686762738584,0.10708905383685,0.396442879981239,49.7,65.4333333333333,19.5333333333333,72.8666666666667,25.3166666666667
"66","P60",683,6,75,30,0.533848497056616,0.0987555080782926,0.357118276596118,54.0666666666667,62.3,23.3666666666667,30.1,24.7333333333333
"67","P61",684,6,57,17,0.546023700840824,0.0958138145282908,0.205850384599264,22.5714285714286,54.3571428571429,24.0714285714286,71.9285714285714,23.6428571428571
"68","P62",685,6,73,27,0.461321491793788,0.0471413716225245,0.194534554865847,38.5,32.8709677419355,15.9677419354839,29.3225806451613,39.2258064516129
"69","P63",686,6,67,17,0.472021816606174,0.188558283812126,0.590627275165996,15.546875,64.03125,20.5625,90.90625,14.46875
"70","P64",687,6,48,12,0.331343847812853,0.164038927596409,0.445194952848312,19.65,46,19.5,42.7666666666667,28.3666666666667
"71","P65",688,6,56,32,0.552108912274539,0.229045046512929,0.669008818292821,50.25,60.9722222222222,16.8611111111111,28.7222222222222,28.0694444444444
"72","P66",689,6,83,11.9047619047619,0.619630169282802,0.158634101404913,0.499577471618794,53.9852941176471,69.4117647058823,12.6764705882353,47.3235294117647,16.4558823529412
"73","P67",690,6,64,9,0.543165901503135,0.0936003670222391,0.35430886668078,55.7058823529412,76.2352941176471,13.8823529411765,13.8529411764706,14.1764705882353
"74","P68",691,6,70,20,0.579391426293946,0.172033309863762,0.570567222318694,70.46875,84.875,17,28.8125,9.921875
"75","P70",692,6,65,15,0.59988775926173,0.127580125846224,0.50744551941748,36.4090909090909,61.030303030303,13.3636363636364,43.3636363636364,20.2272727272727
"76","P71",693,6,56,11,0.380825915116292,0.135849934262687,0.601355715993251,64.9594594594595,65.027027027027,10.3513513513514,16.027027027027,21.1081081081081
"77","P72",694,6,50,15,0.55969235474772,0.204186963315136,0.652299921166365,15.0588235294118,48.7941176470588,18.3823529411765,80.9411764705882,18.8970588235294
"78","P73",695,6,76,19,0.633564281467761,0.119841100180736,0.383330616053639,54.1944444444444,69.9166666666667,14.1944444444444,40.9444444444444,18.4305555555556
"79","P74",696,6,63,23,0.438560564309015,0.097166435656839,0.318604198288917,18.5857142857143,60.1428571428571,30,85,19.2714285714286
"80","P75",697,6,42,15.2173913043478,0.307899607428858,0.106184574073301,0.392287134027112,19.5694444444444,26.75,18.9722222222222,20,56.0277777777778
"81","P76",698,6,35,36,0.517551639432146,0.181274097355647,0.504595333413365,15.7857142857143,54.3714285714286,29.5142857142857,78.2285714285714,22.4
"82","P77",699,6,60,10,0.443468889435292,0.151283532175227,0.501892328405998,60.2666666666667,72.5666666666667,18.8333333333333,15.0333333333333,16.2166666666667
"83","P78",700,6,36,26.6666666666667,0.422148506928615,0.18590212845223,0.546575662773982,32.0416666666667,38.0833333333333,22.625,15,35.1875
"84","P79",701,6,39,24.4897959183673,0.413064103996347,0.190446965673422,0.528296630418626,10.8666666666667,13.6333333333333,6.06666666666667,32.5666666666667,63.05
"85","P8",702,6,31,20.4081632653061,0.652944898879174,0.175766346762564,0.648664356168821,26.5689655172414,25.5862068965517,17.6896551724138,18.2068965517241,47.1724137931034
"86","P80",703,6,82,6,0.515850248679371,0.112544227930593,0.400391301552405,65.8392857142857,84.3214285714286,12,15.25,10.6071428571429
"87","P81",704,6,59,19.3877551020408,0.702372687191173,0.250570358430306,0.760952947454876,30.1538461538462,64.0512820512821,15.8205128205128,66.5128205128205,14.8205128205128
"88","P82",705,6,78,23,0.578855516044419,0.137041435332519,0.409265953241153,59.8870967741936,77.1290322580645,10.4838709677419,13.1935483870968,9.09677419354839
"89","P83",706,6,74,17,0.594674770158189,0.196961553748456,0.554247101473147,49.390625,67.75,18.71875,43.6875,15.953125
"90","P84",707,6,38,21,0.282997424752335,0.110153493147337,0.397726423507314,33.1944444444444,36.6111111111111,15.0555555555556,13.1944444444444,40.2638888888889
"91","P85",708,6,80,19,0.632967536993766,0.174151672700937,0.661213307317482,65.8472222222222,79,17.1944444444444,29.6388888888889,15.6111111111111
"92","P86",709,6,49,16,0.402227668266158,0.108744462339146,0.352846849229528,20.0735294117647,30.8529411764706,19.1176470588235,28.2352941176471,52.7205882352941
"93","P88",710,6,57,38,0.535571924297032,0.157240742708402,0.555893970548227,50.4864864864865,62.9189189189189,20.6216216216216,15.3243243243243,18.6216216216216
"94","P89",711,6,63,13.8297872340426,0.552251003069815,0.19793885829407,0.664593656855873,25.4166666666667,71.6944444444444,26.2222222222222,81.9722222222222,20.875
"95","P90",712,6,66,10,0.645516628138024,0.128197819832867,0.304274718279622,35.4210526315789,75.0526315789474,33.2631578947368,54.8421052631579,19.1052631578947
"96","P91",713,6,58,11.2244897959184,0.499608981246945,0.160312636699714,0.500467517425696,70.1034482758621,82.1034482758621,14.3793103448276,27.3448275862069,18.1896551724138
"97","P93",714,6,55,16,0.486441842183349,0.135741757544615,0.530099468718333,24.8815789473684,59.1052631578947,13.9736842105263,80.7105263157895,15.5263157894737
"98","P94",715,6,63,31,0.455268532992532,0.131040473878303,0.471600397976025,36.7794117647059,61.3529411764706,17.1470588235294,75.4705882352941,17.1470588235294
"99","P95",716,6,75,10,0.623200558886855,0.124987336841736,0.435878300826672,63.375,77.25,0,15.625,0
"100","P96",717,6,45,12,0.322747943227795,0.124535398810687,0.445889801250141,26.5540540540541,26.7297297297297,18.3513513513514,11.9189189189189,43.9864864864865
"101","P97",718,6,61,27.5510204081633,0.559070357522849,0.122804321155026,0.439563831373305,34.5,41.2857142857143,13.5714285714286,22.0571428571429,53.3714285714286
"102","P98",719,6,36,11.4583333333333,0.339604334137614,0.108464816119395,0.350672071075205,24.15625,45.34375,30.75,50.09375,31.890625
"103","P99",720,6,52,23.4042553191489,0.490614800859961,0.147869308326759,0.500533660185997,22.8235294117647,46.3823529411765,15,63.4117647058824,27.25
