,layer,Child,age,aq,priorByMean,priorByStd,priorByMaxmin
248,2.0,P33,67,23.6842105263158,0.602808635671519,0.2564148188802845,0.815505080222752
249,2.0,P34,46,26.530612244898,0.7307591553122574,0.32697715568240215,1.156441398473682
250,2.0,P35,61,33.0,0.7102915509486681,0.25911317030899167,0.976238125594273
251,2.0,P36,52,15.0,0.9328893907378775,0.4602195356693005,1.4074268088097712
252,2.0,P39,50,11.2244897959184,0.9252433581556834,0.3899099765256556,1.253484974987644
253,2.0,P41,48,10.0,0.7148167422874109,0.4382535017514562,1.348504545642945
254,2.0,P42,51,7.0,0.6321614260684928,0.3122600925443612,0.7379505256564635
255,2.0,P43,61,13.6363636363636,0.4241142338820725,0.2617614084297106,0.8693994724392063
256,2.0,P44,38,22.0,0.5717150231432018,0.23880972551273172,0.8615671685837755
257,2.0,P45,36,20.0,0.9835545524697118,0.384059511555666,1.2370666843717422
258,2.0,P46,60,17.1428571428571,0.9865463745482174,0.3742265124941243,1.1608573221165979
259,2.0,P47,69,27.0,0.6390506243223999,0.29798307259034784,1.0640311186481042
260,2.0,P48,47,18.367346938775498,0.7288122154688267,0.38887718985889846,1.4064670315839565
261,2.0,P50,26,10.7142857142857,0.3602208072889465,0.1646455810605659,0.5523909172594683
262,2.0,P51,37,22.0,0.9273993528469343,0.3832609687327394,1.273635084830929
263,2.0,P52,27,14.0,0.6388359648623554,0.43480600076013853,1.4879345188713249
264,2.0,P53,35,17.0,0.8949624314342124,0.32664243974688884,1.200955660563084
265,2.0,P54,41,16.0,0.751798966550015,0.37298868900312215,1.2462853179639986
266,2.0,P55,49,11.0,0.5523781414372526,0.28441875890122453,0.9123932245733355
267,2.0,P56,73,23.0,0.4311693797317969,0.22289291893918292,0.7890662024255882
268,2.0,P57,90,16.0,0.6225718906134297,0.29807387387789147,0.9157496861409035
269,2.0,P58,99,14.285714285714299,1.0471789699615583,0.4884630533325083,1.452867210101731
270,2.0,P59,49,25.0,0.569996270164065,0.32029220125901314,0.9341552969062853
271,2.0,P60,75,30.0,0.8842179288449774,0.416287451693732,1.2974360470934339
272,2.0,P61,57,17.0,0.9533269215316112,0.2295082006984817,0.5621442661310659
273,2.0,P62,73,27.0,1.0156555065355806,0.4799815547827556,1.5347090487619068
274,2.0,P63,67,17.0,0.9956898025577986,0.40518198303808606,1.5711245639264888
275,2.0,P64,48,12.0,0.7647153732796454,0.27742744430090494,0.8375472883158475
276,2.0,P65,56,32.0,0.9924492086411234,0.3609619658325615,1.1934744445446361
277,2.0,P66,83,11.904761904761902,1.0144563330380345,0.294880376134984,0.9882725659223237
278,2.0,P67,64,9.0,0.9216445421390211,0.4724036862329574,1.4677875170631314
279,2.0,P68,70,20.0,0.8591189353260893,0.43879204053088733,1.4218930081824206
280,2.0,P70,65,15.0,1.034591818557142,0.34772400299075085,1.0957205676180242
281,2.0,P71,56,11.0,0.8075888265535198,0.39493190705902675,1.24586356280676
282,2.0,P72,50,15.0,0.9872097262410778,0.31238717482297684,0.9561095843036009
283,2.0,P73,76,19.0,0.925298738938128,0.2807011478971225,1.0101001954682494
284,2.0,P74,63,23.0,0.6649375753032717,0.24917389740844317,0.8716072025373328
285,2.0,P75,42,15.217391304347801,0.6101217466865826,0.3650499816437592,1.1961801852410938
286,2.0,P76,35,36.0,0.8947142970353316,0.37757494586725204,1.269920952450887
287,2.0,P77,60,10.0,0.8190010016019176,0.35669659162448875,1.053248664198167
288,2.0,P78,36,26.6666666666667,0.18142853557488572,0.067213947121363,0.18651588200140445
289,2.0,P79,39,24.4897959183673,0.3737704862687246,0.1357350241607677,0.49753853023388994
290,2.0,P8,31,20.4081632653061,0.24865631236562832,0.15048965120629473,0.46979504851410536
291,2.0,P80,82,6.0,0.8913211143701008,0.33734639852794823,1.069297058916846
292,2.0,P81,59,19.387755102040803,0.7772630125667619,0.3484578217417864,1.3085571764603197
293,2.0,P82,78,23.0,0.7906710858752962,0.27113754983592386,0.8966935017945846
294,2.0,P83,74,17.0,0.36815856392574087,0.2503088856550321,0.9653550417971652
295,2.0,P84,38,21.0,1.0107552674631664,0.33171913156258287,1.0423593225858194
296,2.0,P85,80,19.0,0.8939043063166139,0.3007848242052223,1.1172321569554695
297,2.0,P86,49,16.0,0.49198426791228583,0.22371606580810427,0.7406769936327635
298,2.0,P88,57,38.0,0.88123666306149,0.36558450037175444,1.25871738028941
299,2.0,P89,63,13.8297872340426,0.8035813811280993,0.3300945287315363,1.0663876620927084
300,2.0,P90,66,10.0,0.908056371457088,0.4337611868089165,0.9319109815558811
301,2.0,P91,58,11.2244897959184,0.7988138360589635,0.2903318929946428,1.0390075693986704
302,2.0,P93,55,16.0,0.857599870903923,0.2957193304746201,0.9894893934901005
303,2.0,P94,63,31.0,0.919454179228939,0.41349319586579253,1.462748750926123
304,2.0,P95,75,10.0,0.8135950821017313,0.3890627211934009,1.3230978957485593
305,2.0,P96,45,12.0,0.9562895017369141,0.37425544787283155,1.278806485532205
306,2.0,P97,61,27.5510204081633,0.9547316293909562,0.45344015990695974,1.4721623981034275
307,2.0,P98,36,11.458333333333302,0.7216811695151496,0.4166919554864767,1.2172047865076674
308,2.0,P99,52,23.4042553191489,0.5966469687488041,0.25702081107531316,0.8593073252531597
309,3.0,P10,68,11.2244897959184,0.7642333951374636,0.45075196777186405,1.4968144773041048
310,3.0,P100,45,15.306122448979599,1.186770363495918,0.32608501607520524,1.1227437795408823
311,3.0,P101,25,30.851063829787197,0.5578406407229245,0.3113235258237491,1.1446090806321312
312,3.0,P102,61,19.0,0.8469480652208922,0.41095799634858726,1.315830488567495
313,3.0,P103,27,-1.0,0.9376905209901892,0.4104559272340498,1.5491151245238783
314,3.0,P104,92,23.0,0.5658410727254858,0.2858168423227383,1.0736068746123775
315,3.0,P105,61,11.0,0.9109522978429826,0.3203305637176693,0.9585797423795511
316,3.0,P106,68,21.0,1.1774904269545792,0.5097192020587643,1.5323439529075562
317,3.0,P107,46,27.0833333333333,0.9261843814681215,0.44381715488821477,1.326031521084547
318,3.0,P108,43,28.0,0.45595405819891827,0.2906951643454178,0.8882194912625744
319,3.0,P109,35,16.0,0.7174208090890188,0.4319381157546255,1.3112449867421185
320,3.0,P11,94,34.6938775510204,0.7965309420362644,0.3541266228523903,1.0565073552067394
321,3.0,P110,88,17.0,1.1117957729442882,0.5471413428768362,1.5616678187655417
322,3.0,P111,73,16.3265306122449,0.7053844917721034,0.463735677755379,1.250622500669018
323,3.0,P113,64,23.0,0.9686381344362714,0.3403306927930046,1.4713416590174502
324,3.0,P115,60,22.0,0.8955593218146445,0.36651065019791423,1.256359675842984
325,3.0,P116,78,27.5510204081633,0.9893220953281571,0.46572103267120396,1.4061001676832499
326,3.0,P117,42,20.0,1.0033830671774302,0.41761598911064485,1.1083020182568095
327,3.0,P118,54,17.7083333333333,0.9746231333036952,0.379585069799944,1.2662429968296647
328,3.0,P119,38,12.0,0.7135948689979935,0.30951827315291147,0.9349989349839352
329,3.0,P12,46,9.0,0.8067089486058802,0.3589464731715763,1.2600718590998956
330,3.0,P120,59,15.0,0.9502550865735127,0.3950209249687652,1.3293286413741032
331,3.0,P121,66,-1.0,1.0835086823850981,0.37364466227041115,1.134088347568738
332,3.0,P13,58,18.0,0.8901525517362625,0.3671585726850101,1.1764760262659806
333,3.0,P14,38,20.0,0.735859907865376,0.3699713578458796,1.2488524608795994
334,3.0,P15,29,-1.0,0.76803795311211,0.37332112524208777,1.2503710285388803
335,3.0,P16,62,35.0,0.41256597509044146,0.22617956654410126,0.8666149141797742
336,3.0,P17,67,6.0,0.6735367754269017,0.4815423218794795,1.4166151066614807
337,3.0,P18,53,20.0,0.904638086379742,0.4293952404402691,1.3048323234293768
338,3.0,P19,71,15.0,0.9056992113624467,0.37700676549726425,1.2026464699855277
339,3.0,P20,49,15.8536585365854,0.6970160870280464,0.377492460260684,1.376806226998573
340,3.0,P21,60,16.0,0.9345947119594807,0.4273149238428382,1.5254016964173103
341,3.0,P22,71,18.0,0.7591894193480139,0.38342828281174934,1.4927511160694165
342,3.0,P24,65,21.0,0.679682254814022,0.35227469355550756,1.1034167739290506
343,3.0,P25,41,17.0454545454545,0.4559050605831644,0.2558580729160357,0.9729084445744474
344,3.0,P26,56,15.555555555555598,1.0110045347120837,0.4844816670789359,1.3727375707139986
345,3.0,P27,55,10.4166666666667,0.7865561084497086,0.3963303123811174,1.3701902485783406
346,3.0,P28,66,7.0,0.9902948237338033,0.46403969067507966,1.573863947721748
347,3.0,P29,66,11.0,0.8708236143914261,0.5646009656104685,1.6018510447603813
348,3.0,P30,89,16.0,0.7971466059823963,0.386033598301628,1.2694979454065123
349,3.0,P31,60,24.4897959183673,0.8750564212445698,0.39826921819037325,1.160082170458311
350,3.0,P32,68,11.2244897959184,0.8394207503221309,0.5110048138028372,1.750388786404057
351,3.0,P33,67,23.6842105263158,0.6275306592830215,0.31017134612723696,1.0559916675553445
352,3.0,P34,46,26.530612244898,0.948677310726905,0.48451295170462416,1.375155023005301
353,3.0,P35,61,33.0,0.8304359469073178,0.35267155366463937,1.0954649308787427
354,3.0,P36,52,15.0,1.1413492028165029,0.44223562923540444,1.3359513126068783
355,3.0,P39,50,11.2244897959184,1.0514830242849222,0.5720488600240197,1.6233249011257493
356,3.0,P41,48,10.0,0.9475531234139204,0.4915203835815508,1.576829328218294
357,3.0,P42,51,7.0,1.0727287559269996,0.6616330533163378,1.4132301152546518
358,3.0,P43,61,13.6363636363636,0.9492991805584661,0.5132836397364015,1.7340239800010189
359,3.0,P44,38,22.0,0.930669504794486,0.3111417191893736,1.0724246252933427
360,3.0,P45,36,20.0,1.0937836288656964,0.4933876515552321,1.4181646824824585
361,3.0,P46,60,17.1428571428571,1.1979046793034007,0.5145381913599618,1.567423713272278
362,3.0,P47,69,27.0,0.7413904859809056,0.38826821935202516,1.3024848844175176
