,layer,Child,age,aq,priorByMean,priorByStd,priorByMaxmin
78,0.0,P74,63,23.0,0.53110515239949,0.09278847786015527,0.3063430523969799
79,0.0,P75,42,15.217391304347801,0.5124996368329544,0.29553092535494696,0.8859338757881905
80,0.0,P76,35,36.0,0.6199098653023001,0.191259563595029,0.6538228463326826
81,0.0,P77,60,10.0,0.4850900770905964,0.14034963835685813,0.3753972132994112
82,0.0,P78,36,26.6666666666667,0.28361177955627154,0.10613969503061302,0.3023950064159415
83,0.0,P79,39,24.4897959183673,0.4207087220884442,0.16661683706308875,0.6295616512428012
84,0.0,P8,31,20.4081632653061,0.564852693048024,0.25479864046815487,0.8796927099483043
85,0.0,P80,82,6.0,0.6936345581525486,0.2591548771009186,0.7960538049482951
86,0.0,P81,59,19.387755102040803,0.5928899995483827,0.18067333918894402,0.6119468862813017
87,0.0,P82,78,23.0,0.6164331789106776,0.21734718468002637,0.6885910408569557
88,0.0,P83,74,17.0,0.4198316095522028,0.201467301802236,0.8006328747637756
89,0.0,P84,38,21.0,0.7737751640680923,0.21299310081484138,0.782573686677696
90,0.0,P85,80,19.0,0.6171894207741377,0.1984202073777845,0.6392362671381918
91,0.0,P86,49,16.0,0.5172024186075814,0.201512544029,0.7041848746567742
92,0.0,P88,57,38.0,0.6246728151896422,0.16934720245568413,0.6568581743956974
93,0.0,P89,63,13.8297872340426,0.5220614280413479,0.17914735586643377,0.6197776254707831
94,0.0,P90,66,10.0,0.7112733010668099,0.24104194315475302,0.5899853446557773
95,0.0,P91,58,11.2244897959184,0.7002406266877845,0.2565883498899166,0.7117596670199857
96,0.0,P93,55,16.0,0.6301390110030912,0.16152951300871332,0.6270419006485936
97,0.0,P94,63,31.0,0.5989978896160907,0.16542554217396943,0.6955184776273216
98,0.0,P95,75,10.0,0.6693451538237732,0.19735340475425653,0.6957461837537159
99,0.0,P96,45,12.0,0.7421257506676361,0.21913240862129985,0.7868743873491918
100,0.0,P97,61,27.5510204081633,0.6679455452827396,0.2766511713343386,1.1222556339845768
101,0.0,P98,36,11.458333333333302,0.5947021438999057,0.2827159528381454,0.9386539723687529
102,0.0,P99,52,23.4042553191489,0.6016486397737518,0.1893750872186274,0.5937252445207235
103,1.0,P10,68,11.2244897959184,0.7370065222350699,0.3412035310174635,1.0606820126369048
104,1.0,P100,45,15.306122448979599,1.1549044575160854,0.2263422816328928,0.7106529241282868
105,1.0,P101,25,30.851063829787197,0.4505541383763937,0.2824269162192028,0.9558178697230956
106,1.0,P102,61,19.0,0.8456673984302924,0.41902963001867116,1.386222881760506
107,1.0,P103,27,-1.0,0.5954674849449526,0.2614931510064945,0.9583924178481678
108,1.0,P104,92,23.0,0.6186101079224309,0.25009344995836097,0.6823376248679771
109,1.0,P105,61,11.0,0.5323289313684214,0.24178606337306371,0.6360327726732594
110,1.0,P106,68,21.0,1.034846623215309,0.2915351038868311,1.0689471877830483
111,1.0,P107,46,27.0833333333333,0.738626008187738,0.21838915312196314,0.8208215402039917
112,1.0,P108,43,28.0,0.47595805398373164,0.22978927227861715,0.7243923862079807
113,1.0,P109,35,16.0,0.698029467709733,0.2569656010302377,0.9803948721381098
114,1.0,P11,94,34.6938775510204,0.7774571083180778,0.2706130974644671,0.741406240474554
115,1.0,P110,88,17.0,1.0366309919368089,0.38147102272678096,1.0452508460985057
116,1.0,P111,73,16.3265306122449,0.757404902860965,0.4006437578978257,1.147749705841695
117,1.0,P113,64,23.0,0.9465668315722486,0.2601660068351976,1.1323329164618328
118,1.0,P115,60,22.0,0.7777871545532749,0.30031479684049645,1.1716673275986533
119,1.0,P116,78,27.5510204081633,0.9213577275863976,0.3265798675128721,1.0882731640897116
120,1.0,P117,42,20.0,0.8623449263636124,0.35330414747010097,1.2737470293333473
121,1.0,P118,54,17.7083333333333,0.9162275081802953,0.3184072295675681,1.1808950750209544
122,1.0,P119,38,12.0,0.4428683345209798,0.19202363899698496,0.7044933664690227
123,1.0,P12,46,9.0,0.6366651352614418,0.34958178830606,1.1877061182293671
124,1.0,P120,59,15.0,1.0148060306977058,0.3374355798099362,1.2343271422552786
125,1.0,P121,66,-1.0,0.9764581202992844,0.2642172616062256,0.8634997666244999
126,1.0,P13,58,18.0,0.7610624403974269,0.3999504241648748,0.9665795399748487
127,1.0,P14,38,20.0,0.5681402269938096,0.18415857405839264,0.7165024208875747
128,1.0,P15,29,-1.0,0.6479416677024218,0.18341206391650192,0.5695554938754129
129,1.0,P16,62,35.0,0.4640832760820968,0.1644391341049352,0.500309189801917
130,1.0,P17,67,6.0,0.5955836118564704,0.3230688210499122,1.1123479118930066
131,1.0,P18,53,20.0,0.6581701760496138,0.19992449428272094,0.7442276986618489
132,1.0,P19,71,15.0,0.8449153327979482,0.26529905069979476,0.9456577746738063
133,1.0,P20,49,15.8536585365854,0.6101354386326077,0.48753980212955517,1.3063810925399673
134,1.0,P21,60,16.0,0.829888989113528,0.3371783128114991,1.3189650630270204
135,1.0,P22,71,18.0,0.7398883317346119,0.2688252353406268,0.9413583911238198
136,1.0,P24,65,21.0,0.5826784304921241,0.22472995889845804,0.8324545749682454
137,1.0,P25,41,17.0454545454545,0.39409454462765636,0.21018074439867818,0.6920842479703033
138,1.0,P26,56,15.555555555555598,0.6551368173130734,0.2021052804178041,0.6881059381966321
139,1.0,P27,55,10.4166666666667,0.5205367839570284,0.18852886483933426,0.6690518523142098
140,1.0,P28,66,7.0,0.97880640062121,0.33183208031797456,1.033262315091926
141,1.0,P29,66,11.0,0.9445322566726704,0.4889521593960945,1.253810528882957
142,1.0,P30,89,16.0,0.8681587258138656,0.27955090851975345,1.1034684287224656
143,1.0,P31,60,24.4897959183673,0.8154823236359507,0.2668386865092019,1.0552057254435048
144,1.0,P32,68,11.2244897959184,0.7967310019796331,0.40020405110401713,1.201732498211557
145,1.0,P33,67,23.6842105263158,0.6858724712426407,0.2343234088104856,0.8465855894822408
146,1.0,P34,46,26.530612244898,0.6365966069275212,0.23393871311507153,0.8438800190001001
147,1.0,P35,61,33.0,0.6935088219832778,0.21497160383174008,0.8165970533889046
148,1.0,P36,52,15.0,0.9390466639889979,0.43271441467435656,1.500568949918009
149,1.0,P39,50,11.2244897959184,1.0364386274290815,0.35838468547348384,1.2487236293547843
150,1.0,P41,48,10.0,0.8230075858151028,0.3562547983478495,1.2540535222038747
151,1.0,P42,51,7.0,0.6770946199871961,0.27160457592830134,0.66367008662256
152,1.0,P43,61,13.6363636363636,0.2517752274069959,0.09461837058216416,0.36210437986129507
153,1.0,P44,38,22.0,0.4753703791273039,0.1770230191641642,0.6653707180775371
154,1.0,P45,36,20.0,1.0021135785437492,0.33778078401239237,1.1517253670155678
155,1.0,P46,60,17.1428571428571,1.12709484289096,0.3284208517560129,1.03579704766848
156,1.0,P47,69,27.0,0.7265588284232489,0.2884120617297254,1.047718618622353
157,1.0,P48,47,18.367346938775498,0.6644731408500685,0.48101590154122176,1.2809463754784476
158,1.0,P50,26,10.7142857142857,0.3097250065387925,0.1333979503179422,0.459889517741901
159,1.0,P51,37,22.0,0.9705535240407582,0.352744067425368,1.1754322561812336
160,1.0,P52,27,14.0,0.5653121069714241,0.3800960230825407,1.3523286241110757
161,1.0,P53,35,17.0,0.8924736894021515,0.28858646934374427,1.050752595712319
162,1.0,P54,41,16.0,0.7143414182901205,0.30827740251142194,1.0224562809247268
163,1.0,P55,49,11.0,0.5924388822676049,0.2703709758703529,0.844687532767138
164,1.0,P56,73,23.0,0.4852255899849733,0.19514976780902257,0.669808624122159
165,1.0,P57,90,16.0,0.6799317851385763,0.2300630803731758,0.8068737995401987
166,1.0,P58,99,14.285714285714299,1.0503067894447229,0.3854737787918161,1.154921362389663
167,1.0,P59,49,25.0,0.6692870894983484,0.3186290703751101,0.981261666328978
168,1.0,P60,75,30.0,0.8845551005535653,0.3554600232409115,1.259077130910382
169,1.0,P61,57,17.0,0.8079937140275657,0.11231677500565697,0.2733626143333243
170,1.0,P62,73,27.0,0.9081615808580936,0.41378955822137164,1.319917316276943
171,1.0,P63,67,17.0,0.9317088969969034,0.3607713685715643,1.354799927554641
172,1.0,P64,48,12.0,0.7913217754142989,0.23758740438307827,0.7585540895174698
173,1.0,P65,56,32.0,1.001980117163377,0.2967826157110286,0.9909158726144377
174,1.0,P66,83,11.904761904761902,0.9944594021674981,0.23974418059582467,0.8303429064303836
175,1.0,P67,64,9.0,0.8855022879903747,0.3797965893969568,1.2162209246478926
176,1.0,P68,70,20.0,0.914840969728412,0.36454911365872456,1.238588419198082
177,1.0,P70,65,15.0,0.942508092322035,0.28132783877016476,1.025577049926398
178,1.0,P71,56,11.0,0.8242415514702056,0.365986475061515,1.195093947724135
179,1.0,P72,50,15.0,0.9274669997290846,0.2549902247460658,0.8447095190194075
180,1.0,P73,76,19.0,1.0136501525921489,0.25535305029607813,1.0099641006764761
181,1.0,P74,63,23.0,0.7457214929496637,0.2306059226717491,0.7434778904951034
182,1.0,P75,42,15.217391304347801,0.558280447114699,0.3382437709580201,1.0187619057048964
183,1.0,P76,35,36.0,0.8460525438956991,0.3234987800075403,1.1295378188803376
184,1.0,P77,60,10.0,0.8813096859251413,0.26134165107580404,0.8032447285677653
185,1.0,P78,36,26.6666666666667,0.2894984947223153,0.1119853624814049,0.35153281950345294
186,1.0,P79,39,24.4897959183673,0.33288278483096706,0.1586266474734587,0.6246337760728797
187,1.0,P8,31,20.4081632653061,0.4521724711117518,0.24112059648174713,0.7646477759847919
188,1.0,P80,82,6.0,0.9389622867171373,0.29789777478064455,1.0442522317168716
189,1.0,P81,59,19.387755102040803,0.7294792259113869,0.3125988736298072,1.2658679497109144
190,1.0,P82,78,23.0,0.920954274524673,0.3073714922140823,1.08341187586868
191,1.0,P83,74,17.0,0.4202824445922058,0.2414569054157033,0.933261506056295
192,1.0,P84,38,21.0,0.9107352684168094,0.2847181910655188,1.08703292199705
193,1.0,P85,80,19.0,0.8823793326503931,0.2600773680197117,0.9126404413379148
194,1.0,P86,49,16.0,0.5210279367442846,0.2323948336740171,0.7921753483127686
195,1.0,P88,57,38.0,0.8847440663317779,0.3234783391206536,1.1351679171458318
196,1.0,P89,63,13.8297872340426,0.8165788193835545,0.251553568203398,0.8110797171678371
197,1.0,P90,66,10.0,0.8775068618032359,0.42237346071110654,0.9125678464380245
198,1.0,P91,58,11.2244897959184,0.8535437644424183,0.317011249280872,1.0915965735346596
199,1.0,P93,55,16.0,0.8472536540291448,0.24915860055482283,0.8908165332184143
200,1.0,P94,63,31.0,0.9030248137449959,0.3395354041091552,1.2234850039845933
201,1.0,P95,75,10.0,0.8292923153767706,0.32591476980156087,1.1159431243213749
202,1.0,P96,45,12.0,1.0136144660781956,0.2994182594352916,0.9993354360390356
203,1.0,P97,61,27.5510204081633,0.7744428723318779,0.3574876796144231,1.3762833150005518
204,1.0,P98,36,11.458333333333302,0.8047885844837045,0.47592945315466995,1.3241464796769167
205,1.0,P99,52,23.4042553191489,0.6655632902745976,0.2527632481567412,0.8584415108802592
206,2.0,P10,68,11.2244897959184,0.6943931122788091,0.3985991171910192,1.1756917169542607
207,2.0,P100,45,15.306122448979599,1.125780042968584,0.22047511151187138,0.6126027411624748
208,2.0,P101,25,30.851063829787197,0.4522113341673802,0.3134876791392632,1.0382091378145835
209,2.0,P102,61,19.0,0.7918206401406097,0.4151986854297603,1.4293439880403223
210,2.0,P103,27,-1.0,0.5761005726935327,0.32788425288550793,1.221534721114875
211,2.0,P104,92,23.0,0.6287772696982994,0.3105248003437588,0.9765827139336398
212,2.0,P105,61,11.0,0.5921688867966121,0.2134903263420155,0.523342642734889
213,2.0,P106,68,21.0,1.0023133117836207,0.3769994214720899,1.3839970140686697
214,2.0,P107,46,27.0833333333333,0.7599723214278088,0.29316723492970626,1.1568912531363904
215,2.0,P108,43,28.0,0.41696760124562626,0.21453438744478595,0.699343515064665
216,2.0,P109,35,16.0,0.6001684734497352,0.2593316029374,0.8972606679405071
217,2.0,P11,94,34.6938775510204,0.7515067243869323,0.32823759242784706,1.0084806084581763
218,2.0,P110,88,17.0,1.0579923039107761,0.5002094930282263,1.434686473808727
219,2.0,P111,73,16.3265306122449,0.7161420705933591,0.4211243611896315,1.254577884411741
220,2.0,P113,64,23.0,0.9276538394928296,0.3036211047314595,1.2572972892484504
221,2.0,P115,60,22.0,0.7066831232177626,0.36832035369465954,1.3799866826505442
222,2.0,P116,78,27.5510204081633,0.9906501325053813,0.41595787126909045,1.3771888409394375
223,2.0,P117,42,20.0,0.9114637541262337,0.39121267010243915,1.3058005183112766
224,2.0,P118,54,17.7083333333333,0.9545803912387318,0.37740496247717253,1.236287279601446
225,2.0,P119,38,12.0,0.45065362179533625,0.20376785342508547,0.7869514023886257
226,2.0,P12,46,9.0,0.6775622989561486,0.3996305606556241,1.4364938977311232
227,2.0,P120,59,15.0,0.9516109907716969,0.39974878536417147,1.4990735203983667
228,2.0,P121,66,-1.0,0.961930217159383,0.3185205363162953,1.1161528695117797
229,2.0,P13,58,18.0,0.7877378716489214,0.4057988930454507,1.0283979093440412
230,2.0,P14,38,20.0,0.546010859589111,0.1803922896473319,0.5354735628836946
231,2.0,P15,29,-1.0,0.5256375893814624,0.22349386780482686,0.8039182902464921
232,2.0,P16,62,35.0,0.34232141371870617,0.16658601784496016,0.5418366987163222
233,2.0,P17,67,6.0,0.6112145091560739,0.34238586306657903,0.984212980085314
234,2.0,P18,53,20.0,0.6398484449322128,0.2696737746484219,0.9898652151404098
235,2.0,P19,71,15.0,0.7792970597991083,0.2924790353818643,1.058048512126188
236,2.0,P20,49,15.8536585365854,0.6287263165918157,0.40846848884821274,1.3311300516929254
237,2.0,P21,60,16.0,0.7384055113485825,0.32559290925980733,1.2871259930863883
238,2.0,P22,71,18.0,0.6928390288972641,0.30879047240501256,1.1878251121903198
239,2.0,P24,65,21.0,0.5410396915341991,0.24330611074222724,0.9378616366279693
240,2.0,P25,41,17.0454545454545,0.3837769827805065,0.21774219333478753,0.7351561431157941
241,2.0,P26,56,15.555555555555598,0.7610345370278211,0.33730598678012913,1.0630357116409306
242,2.0,P27,55,10.4166666666667,0.5842695508599185,0.21808171333258877,0.7253535191929635
243,2.0,P28,66,7.0,0.9583064627433494,0.40781135493891774,1.361456730526783
244,2.0,P29,66,11.0,0.8314240024885624,0.47375879895370754,1.3708848623511134
245,2.0,P30,89,16.0,0.8577063691052634,0.3328667193176264,1.1445711143397737
246,2.0,P31,60,24.4897959183673,0.7372552868968227,0.3430929247752269,1.060126012597201
247,2.0,P32,68,11.2244897959184,0.7494130784050363,0.4397956721757465,1.4015618454685086
