"","Child","X","layer","age","aq","priorByMean","priorByStd","priorByMaxmin","MeanCompl","MeanMeaning","MeanTracing","MeanColoring","MeanScribble"
"19","P118",121,1,54,17.7083333333333,0.916227508180295,0.318407229567568,1.18089507502095,4.83333333333333,67.4444444444444,96.7777777777778,0,0
"20","P119",122,1,38,12,0.44286833452098,0.192023638996985,0.704493366469023,16.4,30.1,21.8333333333333,25.7,50.4166666666667
"21","P12",123,1,46,9,0.636665135261442,0.34958178830606,1.18770611822937,0,18.1666666666667,3.83333333333333,44.8333333333333,30.6666666666667
"22","P120",124,1,59,15,1.01480603069771,0.337435579809936,1.23432714225528,58.948275862069,72.4137931034483,16.1724137931034,39.3103448275862,17.2586206896552
"23","P121",125,1,66,-1,0.976458120299284,0.264217261606226,0.8634997666245,61,77.2692307692308,16.2307692307692,19.7307692307692,10.8846153846154
"24","P13",126,1,58,18,0.761062440397427,0.399950424164875,0.966579539974849,19.75,67.0555555555556,87,25.7222222222222,17
"25","P14",127,1,38,20,0.56814022699381,0.184158574058393,0.716502420887575,29.9838709677419,44.1290322580645,37.0645161290323,39.9354838709677,33.0483870967742
"26","P15",128,1,29,-1,0.647941667702422,0.183412063916502,0.569555493875413,22.5178571428571,23.3571428571429,10.8928571428571,11.5714285714286,61.3035714285714
"27","P16",129,1,62,35,0.464083276082097,0.164439134104935,0.500309189801917,18.3,24.9666666666667,12.2,23.0666666666667,52.7333333333333
"28","P17",130,1,67,6,0.59558361185647,0.323068821049912,1.11234791189301,37.8833333333333,41.4666666666667,15.7666666666667,30.9,36.2833333333333
"29","P18",131,1,53,20,0.658170176049614,0.199924494282721,0.744227698661849,42.3448275862069,68.448275862069,11.8620689655172,60.8965517241379,20.9310344827586
"30","P19",132,1,71,15,0.844915332797948,0.265299050699795,0.945657774673806,53.875,72.0714285714286,15.8928571428571,26.25,11.5178571428571
"31","P20",133,1,49,15.8536585365854,0.610135438632608,0.487539802129555,1.30638109253997,36.0322580645161,47.8709677419355,27.5161290322581,47.5161290322581,36.8225806451613
"32","P21",134,1,60,16,0.829888989113528,0.337178312811499,1.31896506302702,24.3333333333333,49.1851851851852,31.1481481481481,9.18518518518519,20.2407407407407
"33","P22",135,1,71,18,0.739888331734612,0.268825235340627,0.94135839112382,59.9814814814815,69.8148148148148,16,19.7037037037037,13.3333333333333
"34","P24",136,1,65,21,0.582678430492124,0.224729958898458,0.832454574968245,37.9137931034483,48.4827586206897,24.2068965517241,44.5172413793103,35.051724137931
"35","P25",137,1,41,17.0454545454545,0.394094544627656,0.210180744398678,0.692084247970303,33.7666666666667,48.7333333333333,33.5666666666667,30.7,21.4
"36","P26",138,1,56,15.5555555555556,0.655136817313073,0.202105280417804,0.688105938196632,17.7407407407407,32.2962962962963,16.962962962963,65.962962962963,41.0925925925926
"37","P27",139,1,55,10.4166666666667,0.520536783957028,0.188528864839334,0.66905185231421,19.9137931034483,33.2758620689655,16.3793103448276,56.0689655172414,48.2931034482759
"38","P28",140,1,66,7,0.97880640062121,0.331832080317975,1.03326231509193,64.6964285714286,65.3214285714286,33.0714285714286,27.9285714285714,21.75
"39","P29",141,1,66,11,0.94453225667267,0.488952159396094,1.25381052888296,42.3888888888889,63.1851851851852,7.48148148148148,9.37037037037037,19.537037037037
"40","P30",142,1,89,16,0.868158725813866,0.279550908519753,1.10346842872247,19.7666666666667,68.8666666666667,16.1333333333333,84.3666666666667,18.8333333333333
"41","P31",143,1,60,24.4897959183673,0.815482323635951,0.266838686509202,1.0552057254435,60.7777777777778,68.7777777777778,19.0740740740741,20.2592592592593,23.5925925925926
"42","P32",144,1,68,11.2244897959184,0.796731001979633,0.400204051104017,1.20173249821156,38.55,38.3,21.5666666666667,33.6,48.9166666666667
"43","P33",145,1,67,23.6842105263158,0.685872471242641,0.234323408810486,0.846585589482241,29.0333333333333,70.2666666666667,27.9333333333333,80.7,16.7
"44","P34",146,1,46,26.530612244898,0.636596606927521,0.233938713115072,0.8438800190001,33.5178571428571,50.8571428571429,35.1071428571429,16.8928571428571,26.4464285714286
"45","P35",147,1,61,33,0.693508821983278,0.21497160383174,0.816597053388905,19,72.7666666666667,15.6333333333333,81.2,13.7666666666667
"46","P36",148,1,52,15,0.939046663988998,0.432714414674357,1.50056894991801,31.6896551724138,58.8620689655172,26.9655172413793,59.5862068965517,32.7241379310345
"47","P39",149,1,50,11.2244897959184,1.03643862742908,0.358384685473484,1.24872362935478,57.3,59.7666666666667,15.0333333333333,21.9,31.0333333333333
"48","P41",150,1,48,10,0.823007585815103,0.35625479834785,1.25405352220387,32.2833333333333,47.6666666666667,27.4333333333333,14.4666666666667,28.85
"49","P42",151,1,51,7,0.677094619987196,0.271604575928301,0.66367008662256,26.7666666666667,65.6,30.4666666666667,81.3333333333333,28.5
"50","P43",152,1,61,13.6363636363636,0.251775227406996,0.0946183705821642,0.362104379861295,33.8965517241379,47.7586206896552,21.9655172413793,47.7586206896552,38.051724137931
"51","P44",153,1,38,22,0.475370379127304,0.177023019164164,0.665370718077537,22.8620689655172,27.2758620689655,19.551724137931,37.0344827586207,49.7241379310345
"52","P45",154,1,36,20,1.00211357854375,0.337780784012392,1.15172536701557,24.0862068965517,43.6896551724138,45.2068965517241,47.5172413793103,33.6896551724138
"53","P46",155,1,60,17.1428571428571,1.12709484289096,0.328420851756013,1.03579704766848,57.2619047619048,69.1904761904762,16.6190476190476,30.4285714285714,24.8571428571429
"54","P47",156,1,69,27,0.726558828423249,0.288412061729725,1.04771861862235,71.6428571428571,83.6428571428571,14.9285714285714,14.9642857142857,11.3035714285714
"55","P48",157,1,47,18.3673469387755,0.664473140850068,0.481015901541222,1.28094637547845,19.6774193548387,28.741935483871,18.1935483870968,38.5806451612903,56.1935483870968
"56","P50",158,1,26,10.7142857142857,0.309725006538792,0.133397950317942,0.459889517741901,23.9,27.1333333333333,19.5666666666667,24.6666666666667,60.65
"57","P51",159,1,37,22,0.970553524040758,0.352744067425368,1.17543225618123,44.9838709677419,54.6451612903226,37.4193548387097,37.7096774193548,35.6129032258064
"58","P52",160,1,27,14,0.565312106971424,0.380096023082541,1.35232862411108,20.6612903225806,17.1935483870968,19.3225806451613,25.4838709677419,58.258064516129
"59","P53",161,1,35,17,0.892473689402152,0.288586469343744,1.05075259571232,68.7333333333333,81.2,14.4666666666667,35.2,14
"60","P54",162,1,41,16,0.714341418290121,0.308277402511422,1.02245628092473,21.1666666666667,20.0740740740741,16.1481481481481,20.5555555555556,56.6851851851852
"61","P55",163,1,49,11,0.592438882267605,0.270370975870353,0.844687532767138,14.0384615384615,48.5,20.3076923076923,66.7307692307692,31.0384615384615
"62","P56",164,1,73,23,0.485225589984973,0.195149767809023,0.669808624122159,58.9354838709677,76,24.6774193548387,27.258064516129,14.9193548387097
"63","P57",165,1,90,16,0.679931785138576,0.230063080373176,0.806873799540199,64.2222222222222,76.0740740740741,22.2962962962963,22.8148148148148,20.7777777777778
"64","P58",166,1,99,14.2857142857143,1.05030678944472,0.385473778791816,1.15492136238966,63.5967741935484,86.8387096774194,11.8709677419355,32.3870967741936,10.6612903225806
"65","P59",167,1,49,25,0.669287089498348,0.31862907037511,0.981261666328978,49.7,65.4333333333333,19.5333333333333,72.8666666666667,25.3166666666667
"66","P60",168,1,75,30,0.884555100553565,0.355460023240912,1.25907713091038,54.0666666666667,62.3,23.3666666666667,30.1,24.7333333333333
"67","P61",169,1,57,17,0.807993714027566,0.112316775005657,0.273362614333324,22.5714285714286,54.3571428571429,24.0714285714286,71.9285714285714,23.6428571428571
"68","P62",170,1,73,27,0.908161580858094,0.413789558221372,1.31991731627694,38.5,32.8709677419355,15.9677419354839,29.3225806451613,39.2258064516129
"69","P63",171,1,67,17,0.931708896996903,0.360771368571564,1.35479992755464,15.546875,64.03125,20.5625,90.90625,14.46875
"70","P64",172,1,48,12,0.791321775414299,0.237587404383078,0.75855408951747,19.65,46,19.5,42.7666666666667,28.3666666666667
"71","P65",173,1,56,32,1.00198011716338,0.296782615711029,0.990915872614438,50.25,60.9722222222222,16.8611111111111,28.7222222222222,28.0694444444444
"72","P66",174,1,83,11.9047619047619,0.994459402167498,0.239744180595825,0.830342906430384,53.9852941176471,69.4117647058823,12.6764705882353,47.3235294117647,16.4558823529412
"73","P67",175,1,64,9,0.885502287990375,0.379796589396957,1.21622092464789,55.7058823529412,76.2352941176471,13.8823529411765,13.8529411764706,14.1764705882353
"74","P68",176,1,70,20,0.914840969728412,0.364549113658725,1.23858841919808,70.46875,84.875,17,28.8125,9.921875
"75","P70",177,1,65,15,0.942508092322035,0.281327838770165,1.0255770499264,36.4090909090909,61.030303030303,13.3636363636364,43.3636363636364,20.2272727272727
"76","P71",178,1,56,11,0.824241551470206,0.365986475061515,1.19509394772413,64.9594594594595,65.027027027027,10.3513513513514,16.027027027027,21.1081081081081
"77","P72",179,1,50,15,0.927466999729085,0.254990224746066,0.844709519019407,15.0588235294118,48.7941176470588,18.3823529411765,80.9411764705882,18.8970588235294
"78","P73",180,1,76,19,1.01365015259215,0.255353050296078,1.00996410067648,54.1944444444444,69.9166666666667,14.1944444444444,40.9444444444444,18.4305555555556
"79","P74",181,1,63,23,0.745721492949664,0.230605922671749,0.743477890495103,18.5857142857143,60.1428571428571,30,85,19.2714285714286
"80","P75",182,1,42,15.2173913043478,0.558280447114699,0.33824377095802,1.0187619057049,19.5694444444444,26.75,18.9722222222222,20,56.0277777777778
"81","P76",183,1,35,36,0.846052543895699,0.32349878000754,1.12953781888034,15.7857142857143,54.3714285714286,29.5142857142857,78.2285714285714,22.4
"82","P77",184,1,60,10,0.881309685925141,0.261341651075804,0.803244728567765,60.2666666666667,72.5666666666667,18.8333333333333,15.0333333333333,16.2166666666667
"83","P78",185,1,36,26.6666666666667,0.289498494722315,0.111985362481405,0.351532819503453,32.0416666666667,38.0833333333333,22.625,15,35.1875
"84","P79",186,1,39,24.4897959183673,0.332882784830967,0.158626647473459,0.62463377607288,10.8666666666667,13.6333333333333,6.06666666666667,32.5666666666667,63.05
"85","P8",187,1,31,20.4081632653061,0.452172471111752,0.241120596481747,0.764647775984792,26.5689655172414,25.5862068965517,17.6896551724138,18.2068965517241,47.1724137931034
"86","P80",188,1,82,6,0.938962286717137,0.297897774780645,1.04425223171687,65.8392857142857,84.3214285714286,12,15.25,10.6071428571429
"87","P81",189,1,59,19.3877551020408,0.729479225911387,0.312598873629807,1.26586794971091,30.1538461538462,64.0512820512821,15.8205128205128,66.5128205128205,14.8205128205128
"88","P82",190,1,78,23,0.920954274524673,0.307371492214082,1.08341187586868,59.8870967741936,77.1290322580645,10.4838709677419,13.1935483870968,9.09677419354839
"89","P83",191,1,74,17,0.420282444592206,0.241456905415703,0.933261506056295,49.390625,67.75,18.71875,43.6875,15.953125
"90","P84",192,1,38,21,0.910735268416809,0.284718191065519,1.08703292199705,33.1944444444444,36.6111111111111,15.0555555555556,13.1944444444444,40.2638888888889
"91","P85",193,1,80,19,0.882379332650393,0.260077368019712,0.912640441337915,65.8472222222222,79,17.1944444444444,29.6388888888889,15.6111111111111
"92","P86",194,1,49,16,0.521027936744285,0.232394833674017,0.792175348312769,20.0735294117647,30.8529411764706,19.1176470588235,28.2352941176471,52.7205882352941
"93","P88",195,1,57,38,0.884744066331778,0.323478339120654,1.13516791714583,50.4864864864865,62.9189189189189,20.6216216216216,15.3243243243243,18.6216216216216
"94","P89",196,1,63,13.8297872340426,0.816578819383554,0.251553568203398,0.811079717167837,25.4166666666667,71.6944444444444,26.2222222222222,81.9722222222222,20.875
"95","P90",197,1,66,10,0.877506861803236,0.422373460711107,0.912567846438024,35.4210526315789,75.0526315789474,33.2631578947368,54.8421052631579,19.1052631578947
"96","P91",198,1,58,11.2244897959184,0.853543764442418,0.317011249280872,1.09159657353466,70.1034482758621,82.1034482758621,14.3793103448276,27.3448275862069,18.1896551724138
"97","P93",199,1,55,16,0.847253654029145,0.249158600554823,0.890816533218414,24.8815789473684,59.1052631578947,13.9736842105263,80.7105263157895,15.5263157894737
"98","P94",200,1,63,31,0.903024813744996,0.339535404109155,1.22348500398459,36.7794117647059,61.3529411764706,17.1470588235294,75.4705882352941,17.1470588235294
"99","P95",201,1,75,10,0.829292315376771,0.325914769801561,1.11594312432137,63.375,77.25,0,15.625,0
"100","P96",202,1,45,12,1.0136144660782,0.299418259435292,0.999335436039036,26.5540540540541,26.7297297297297,18.3513513513514,11.9189189189189,43.9864864864865
"101","P97",203,1,61,27.5510204081633,0.774442872331878,0.357487679614423,1.37628331500055,34.5,41.2857142857143,13.5714285714286,22.0571428571429,53.3714285714286
"102","P98",204,1,36,11.4583333333333,0.804788584483704,0.47592945315467,1.32414647967692,24.15625,45.34375,30.75,50.09375,31.890625
"103","P99",205,1,52,23.4042553191489,0.665563290274598,0.252763248156741,0.858441510880259,22.8235294117647,46.3823529411765,15,63.4117647058824,27.25
