group,dist
kid1,0.12058488306846327
kid1,0.08664059355245901
kid1,0.061671871429597847
kid1,0.040137133903725086
kid1,0.05760503487052593
kid1,0.08843213076406553
kid1,0.07602789662436282
kid1,0.06709509266564162
kid1,0.05933056342968812
kid1,0.06688338711232356
kid1,0.10063829169972482
kid1,0.13670621178798137
kid1,0.16561456947933428
kid1,0.10549756229024176
kid1,0.13471737179085652
kid1,0.20271610719541977
kid1,0.10673172306517231
kid1,0.10042240194055885
kid1,0.16261236847087868
kid1,0.23427011811661735
kid1,0.2192776062835523
kid1,0.13390717926775253
kid1,0.05062052489371294
kid1,0.12283225385417262
kid1,0.18770224245460798
kid1,0.05088003171912603
kid1,0.0637075453211875
kid1,0.06855846224245787
kid1,0.15038034572496284
kid1,0.09807398415410373
kid1,0.0737475768754281
kid1,0.04028803931735947
kid1,0.0872963841523613
kid1,0.11487892347407924
kid1,0.107118179041513
kid1,0.0646172192890977
kid1,0.056633873407161195
kid1,0.09718000259501092
kid1,0.056854105266373356
kid1,0.12790784832348412
kid1,0.05806461970055954
kid1,0.05120658596478722
kid1,0.05176193155306952
kid1,0.09438387097671197
kid1,0.08493788580843886
kid1,0.08560713803444642
kid1,0.10444836043485228
kid1,0.08802209039833375
kid1,0.06740916800971508
kid1,0.07358596574389376
kid1,0.08601880524766004
kid1,0.13775231438676272
kid1,0.10399278734167217
kid1,0.13530706097642264
kid1,0.09556546988812242
kid1,0.13099546922321825
kid1,0.04489975829113668
kid1,0.07583444961470454
kid1,0.14611029515780083
kid1,0.11581227721917653
kid1,0.0945657597285593
kid1,0.14271178988326172
kid1,0.09989478249690298
kid1,0.07236629586532206
kid1,0.08528735454717395
kid1,0.1036231563753518
kid2,0.14355550480155477
kid2,0.13523433397971263
kid2,0.15017427012135365
kid2,0.1288795517396999
kid2,0.1238938200350248
kid2,0.08249843585804839
kid2,0.12407144700669015
kid2,0.15505481380700215
kid2,0.14830969219752388
kid2,0.1662686692518669
kid2,0.1697907673038591
kid2,0.07523610690556937
kid2,0.1119013517453733
kid2,0.1685640289409902
kid2,0.18724706118889323
kid2,0.1816123871466484
kid2,0.11790397382445905
kid2,0.15143379773823074
kid2,0.2214753425762499
kid2,0.12305652877660256
kid2,0.16095200820995414
kid2,0.14380729220787758
kid2,0.14698372853949138
kid2,0.15656029892171075
kid2,0.1741601204625307
kid2,0.13515254271335397
kid2,0.1587458158010311
kid2,0.2655474007629257
kid2,0.1544530738704204
kid2,0.14964846017743993
kid2,0.08260440858300466
kid2,0.13285206590359444
kid2,0.1576935307171614
kid2,0.17800964536435826
kid2,0.20128077798852417
kid2,0.17650283084482032
kid2,0.16391393009283584
kid2,0.10673523848773658
kid2,0.0807758211531382
kid2,0.1426462974569035
kid2,0.18401524982303208
kid2,0.1801440242049146
kid2,0.18477690657693913
kid2,0.195298715473062
kid2,0.09032347444236377
kid2,0.11836042989168005
kid2,0.20831798279093194
kid2,0.18013828143963173
kid2,0.18381404552491754
kid2,0.1843892494187005
kid2,0.1453487690120695
kid2,0.149694171932228
kid2,0.16799948264593256
kid2,0.19949345561774934
kid2,0.19046369129225194
kid2,0.15291639860633877
kid2,0.07800211408802693
kid2,0.25131780061854103
kid2,0.1819964042633342
kid2,0.17242034329905476
kid2,0.2908528709597281
kid2,0.20081824361403067
kid2,0.18680797243229952
kid2,0.16043940311411464
kid2,0.23359965919598724
kid2,0.1770654269122819
kid3,0.20253507541071514
kid3,0.18310514687515844
kid3,0.30446646522877496
kid3,0.3227587366053941
kid3,0.3525006170569287
kid3,0.16383508129549973
kid3,0.17230028025844435
kid3,0.1757795199490655
kid3,0.29724235947563526
kid3,0.28700888937706526
kid3,0.29719622122679556
kid3,0.055269677788665095
kid3,0.2708114728131339
kid3,0.30589721948949966
kid3,0.25688738502716624
kid3,0.2169534609294601
kid3,0.08043546899581921
kid3,0.1730722534055249
kid3,0.299371712403929
kid3,0.1702492774911324
kid3,0.18155136740254463
kid3,0.2531469448332524
kid3,0.2721140834169318
kid3,0.20453790896062207
kid3,0.20023826855506832
kid3,0.07148227611319369
kid3,0.14744442638408517
kid3,0.30272130573702727
kid3,0.17175571528015943
kid3,0.16388371597035367
kid3,0.12997186639863667
kid3,0.14779792080087106
kid3,0.2247594962532412
kid3,0.23143652902797107
kid3,0.2463705491116044
kid3,0.21930699026278222
kid3,0.26283108527136556
kid3,0.15301335523996296
kid3,0.1508524709186908
kid3,0.19957771843126082
kid3,0.26130827485001884
kid3,0.25220778681436795
kid3,0.24217201378704045
kid3,0.2560608972758547
kid3,0.19452146593603126
kid3,0.25331177457082255
kid3,0.2194352372296572
kid3,0.22435975994231838
kid3,0.30782872667253736
kid3,0.2695163490005579
kid3,0.14743187475666386
kid3,0.1540664947866328
kid3,0.13255262830423997
kid3,0.23064583437235608
kid3,0.27822453846792294
kid3,0.27452910634303707
kid3,0.1504981316771633
kid3,0.2289917683797379
kid3,0.21968964690798898
kid3,0.18984950659938726
kid3,0.327521538679872
kid3,0.1978339380460924
kid3,0.1934312145732282
kid3,0.29546966961226895
kid3,0.28245895206998917
kid3,0.10621141379186483
kid4,0.24700629537595808
kid4,0.2279377397425526
kid4,0.17898937255323077
kid4,0.2495414017266271
kid4,0.15506073204926651
kid4,0.06997247391209993
kid4,0.12811494082531816
kid4,0.1173350120609098
kid4,0.2390641515583849
kid4,0.36995053937475053
kid4,0.37783558183488175
kid4,0.11507759085698921
kid4,0.436851763731247
kid4,0.3957663731313008
kid4,0.3624906374208011
kid4,0.3724673069854103
kid4,0.2419416078895007
kid4,0.18756005725964198
kid4,0.44898870677109315
kid4,0.30833662008043716
kid4,0.3162649751002614
kid4,0.3959811723040787
kid4,0.30253009481835447
kid4,0.30050493641225584
kid4,0.3220216440031236
kid4,0.21036155931571432
kid4,0.14379514464894338
kid4,0.35570185651726804
kid4,0.14454628922712232
kid4,0.18264470774135244
kid4,0.14752713625203306
kid4,0.11068084544761891
kid4,0.19394410578264443
kid4,0.172608106500459
kid4,0.1990709172841022
kid4,0.20201477820777147
kid4,0.48328239696953723
kid4,0.4972431791268903
kid4,0.05678638023766647
kid4,0.29612534679800206
kid4,0.1709424217553137
kid4,0.21407160035991912
kid4,0.11550025099382655
kid4,0.33063989831720075
kid4,0.3607494136375855
kid4,0.2013039683464325
kid4,0.1195537695068698
kid4,0.16467327924717534
kid4,0.09713450901245757
kid4,0.3655509501242722
kid4,0.37798308858151675
kid4,0.1805851876406137
kid4,0.18192213769282795
kid4,0.27413139164224365
kid4,0.44675688789159607
kid4,0.45817657127297506
kid4,0.10522362076920144
kid4,0.214565676558228
kid4,0.3567257094194327
kid4,0.3486281356356692
kid4,0.23989455986259056
kid4,0.22852793211949507
kid4,0.21497556313584099
kid4,0.37408987242996994
kid4,0.35321569268839903
kid4,0.07346458426416436
adult,0.20171505446382476
adult,0.134110966323849
adult,0.1936456435321452
adult,0.1353007555122847
adult,0.12730202504562138
adult,0.20087497981635316
adult,0.2510072782460082
adult,0.18729824404856832
adult,0.16833619286254464
adult,0.5025977812987027
adult,0.41285353229826005
adult,0.14153607852974381
adult,0.40883566545219496
adult,0.2695000460487855
adult,0.2673012149691192
adult,0.3537781207518119
adult,0.22239445833276728
adult,0.2459750117467856
adult,0.35109475942764135
adult,0.4498639447278736
adult,0.4052738450812845
adult,0.3437933860789104
adult,0.21405326459226615
adult,0.16583851237136105
adult,0.30918496961474173
adult,0.2959317246730111
adult,0.17839504133152007
adult,0.29055532065107226
adult,0.42760356704268043
adult,0.35009771222560493
adult,0.19795311228338175
adult,0.23650867388706764
adult,0.31462634433006387
adult,0.41511514673299155
adult,0.4029146578406937
adult,0.13793177211736973
adult,0.49138865675520194
adult,0.42528514100341264
adult,0.05990043994757355
adult,0.3214568846080873
adult,0.24936680048284665
adult,0.23378431561067126
adult,0.13325259097809505
adult,0.4251820723380615
adult,0.34348049210665754
adult,0.3524577049628044
adult,0.22837048859029596
adult,0.1797342441273453
adult,0.15085838762939452
adult,0.39250982118160693
adult,0.29628643533011556
adult,0.43620267801165913
adult,0.3666396464093341
adult,0.2517049351648588
adult,0.515355745571384
adult,0.4972621069322346
adult,0.18797603493458748
adult,0.2986286424304342
adult,0.43574385863789544
adult,0.368861351954233
adult,0.26872690580964986
adult,0.4859216604993033
adult,0.34328979258393033
adult,0.33033233776093973
adult,0.24600646740920296
adult,0.10776158816076586
