"","Child","X","layer","age","aq","scoreByMean","scoreByStd","scoreByMaxmin","MeanCompl","MeanMeaning","MeanTracing","MeanColoring","MeanScribble"
"31","P20",545,5,49,15.8536585365854,0.63019501404558,0.14449886859811,0.515010085743172,36.0322580645161,47.8709677419355,27.5161290322581,47.5161290322581,36.8225806451613
"32","P21",546,5,60,16,0.501818980490813,0.10083832296914,0.381980136185897,24.3333333333333,49.1851851851852,31.1481481481481,9.18518518518519,20.2407407407407
"33","P22",547,5,71,18,0.536992258376837,0.149962254581243,0.443036608600658,59.9814814814815,69.8148148148148,16,19.7037037037037,13.3333333333333
"34","P24",548,5,65,21,0.531715104689132,0.0918106316481703,0.331471932135081,37.9137931034483,48.4827586206897,24.2068965517241,44.5172413793103,35.051724137931
"35","P25",549,5,41,17.0454545454545,0.480157157556072,0.0906241971536434,0.340424511187085,33.7666666666667,48.7333333333333,33.5666666666667,30.7,21.4
"36","P26",550,5,56,15.5555555555556,0.484302208627701,0.0736220049520606,0.226517228807896,17.7407407407407,32.2962962962963,16.962962962963,65.962962962963,41.0925925925926
"37","P27",551,5,55,10.4166666666667,0.618395969831283,0.124778500215577,0.392563369629295,19.9137931034483,33.2758620689655,16.3793103448276,56.0689655172414,48.2931034482759
"38","P28",552,5,66,7,0.570320075602705,0.0685947648441688,0.224543633929193,64.6964285714286,65.3214285714286,33.0714285714286,27.9285714285714,21.75
"39","P29",553,5,66,11,0.5545967962107,0.15422597568039,0.530413761816369,42.3888888888889,63.1851851851852,7.48148148148148,9.37037037037037,19.537037037037
"40","P30",554,5,89,16,0.516729484915493,0.13123921603412,0.533743050891316,19.7666666666667,68.8666666666667,16.1333333333333,84.3666666666667,18.8333333333333
"41","P31",555,5,60,24.4897959183673,0.56126732985214,0.0972400497774312,0.32972034195438,60.7777777777778,68.7777777777778,19.0740740740741,20.2592592592593,23.5925925925926
"42","P32",556,5,68,11.2244897959184,0.449323893904722,0.129837573584304,0.482199334412368,38.55,38.3,21.5666666666667,33.6,48.9166666666667
"43","P33",557,5,67,23.6842105263158,0.527267107336635,0.153566208284509,0.530279697682144,29.0333333333333,70.2666666666667,27.9333333333333,80.7,16.7
"44","P34",558,5,46,26.530612244898,0.484575800625064,0.119117518918218,0.399930656482543,33.5178571428571,50.8571428571429,35.1071428571429,16.8928571428571,26.4464285714286
"45","P35",559,5,61,33,0.56034248443915,0.182502585651691,0.547071198916245,19,72.7666666666667,15.6333333333333,81.2,13.7666666666667
"46","P36",560,5,52,15,0.678870377108023,0.125120060767374,0.417516302553467,31.6896551724138,58.8620689655172,26.9655172413793,59.5862068965517,32.7241379310345
"47","P39",561,5,50,11.2244897959184,0.512075698129055,0.136763969028051,0.499601382936611,57.3,59.7666666666667,15.0333333333333,21.9,31.0333333333333
"48","P41",562,5,48,10,0.49169316368543,0.0885723908371993,0.318820026063304,32.2833333333333,47.6666666666667,27.4333333333333,14.4666666666667,28.85
"49","P42",563,5,51,7,0.568274384716126,0.125932279778913,0.289853242343704,26.7666666666667,65.6,30.4666666666667,81.3333333333333,28.5
"50","P43",564,5,61,13.6363636363636,0.571831288238414,0.115492307698669,0.411107232331021,33.8965517241379,47.7586206896552,21.9655172413793,47.7586206896552,38.051724137931
"51","P44",565,5,38,22,0.547108754522331,0.172569026857593,0.593354538495354,22.8620689655172,27.2758620689655,19.551724137931,37.0344827586207,49.7241379310345
"52","P45",566,5,36,20,0.46184881847786,0.092454306948651,0.33424897770006,24.0862068965517,43.6896551724138,45.2068965517241,47.5172413793103,33.6896551724138
"53","P46",567,5,60,17.1428571428571,0.53854541930157,0.203876204185764,0.521558694163682,57.2619047619048,69.1904761904762,16.6190476190476,30.4285714285714,24.8571428571429
"54","P47",568,5,69,27,0.531821544796654,0.102775725800762,0.385125068383431,71.6428571428571,83.6428571428571,14.9285714285714,14.9642857142857,11.3035714285714
"55","P48",569,5,47,18.3673469387755,0.454274088657425,0.130204854919429,0.37932739927091,19.6774193548387,28.741935483871,18.1935483870968,38.5806451612903,56.1935483870968
"56","P50",570,5,26,10.7142857142857,0.356143673497807,0.117322551713835,0.386224721180442,23.9,27.1333333333333,19.5666666666667,24.6666666666667,60.65
"57","P51",571,5,37,22,0.561738166345096,0.0791743153439372,0.306127180798325,44.9838709677419,54.6451612903226,37.4193548387097,37.7096774193548,35.6129032258064
"58","P52",572,5,27,14,0.42083768243164,0.0889053302498417,0.310342196086992,20.6612903225806,17.1935483870968,19.3225806451613,25.4838709677419,58.258064516129
"59","P53",573,5,35,17,0.560204510614306,0.13064703845676,0.388376083597218,68.7333333333333,81.2,14.4666666666667,35.2,14
"60","P54",574,5,41,16,0.230272470893895,0.0817492918716342,0.263483122147269,21.1666666666667,20.0740740740741,16.1481481481481,20.5555555555556,56.6851851851852
"61","P55",575,5,49,11,0.419551348486612,0.085478598995769,0.354041059532573,14.0384615384615,48.5,20.3076923076923,66.7307692307692,31.0384615384615
"62","P56",576,5,73,23,0.489030929712585,0.150154473527488,0.514572738433167,58.9354838709677,76,24.6774193548387,27.258064516129,14.9193548387097
"63","P57",577,5,90,16,0.481335230062254,0.0924225081392404,0.36111590284912,64.2222222222222,76.0740740740741,22.2962962962963,22.8148148148148,20.7777777777778
"64","P58",578,5,99,14.2857142857143,0.717549654726829,0.107303582062496,0.365121859277498,63.5967741935484,86.8387096774194,11.8709677419355,32.3870967741936,10.6612903225806
"65","P59",579,5,49,25,0.670564616658231,0.0947185234476114,0.309108627838613,49.7,65.4333333333333,19.5333333333333,72.8666666666667,25.3166666666667
"66","P60",580,5,75,30,0.590849875672161,0.100175164501286,0.35569538830991,54.0666666666667,62.3,23.3666666666667,30.1,24.7333333333333
"67","P61",581,5,57,17,0.588360224972299,0.100168062910285,0.234088663063671,22.5714285714286,54.3571428571429,24.0714285714286,71.9285714285714,23.6428571428571
"68","P62",582,5,73,27,0.511767564952495,0.0440802032541891,0.159688014274735,38.5,32.8709677419355,15.9677419354839,29.3225806451613,39.2258064516129
"69","P63",583,5,67,17,0.511960918078108,0.17826855811519,0.581393582104402,15.546875,64.03125,20.5625,90.90625,14.46875
"70","P64",584,5,48,12,0.374657266581568,0.153616997934413,0.440698209077801,19.65,46,19.5,42.7666666666667,28.3666666666667
"71","P65",585,5,56,32,0.565395151312187,0.206732711614743,0.605250103222022,50.25,60.9722222222222,16.8611111111111,28.7222222222222,28.0694444444444
"72","P66",586,5,83,11.9047619047619,0.658278757670495,0.129995321923419,0.394881382807688,53.9852941176471,69.4117647058823,12.6764705882353,47.3235294117647,16.4558823529412
"73","P67",587,5,64,9,0.561089262431705,0.0931637558122873,0.342633233784421,55.7058823529412,76.2352941176471,13.8823529411765,13.8529411764706,14.1764705882353
"74","P68",588,5,70,20,0.599573528023919,0.139027006040049,0.446279285510449,70.46875,84.875,17,28.8125,9.921875
"75","P70",589,5,65,15,0.638186048423535,0.110040346580579,0.396563751760475,36.4090909090909,61.030303030303,13.3636363636364,43.3636363636364,20.2272727272727
"76","P71",590,5,56,11,0.431089345980357,0.133960375174077,0.562775538136313,64.9594594594595,65.027027027027,10.3513513513514,16.027027027027,21.1081081081081
"77","P72",591,5,50,15,0.603651755423968,0.185969841063607,0.628806577661041,15.0588235294118,48.7941176470588,18.3823529411765,80.9411764705882,18.8970588235294
"78","P73",592,5,76,19,0.654295716877222,0.108390811882709,0.35927794027034,54.1944444444444,69.9166666666667,14.1944444444444,40.9444444444444,18.4305555555556
"79","P74",593,5,63,23,0.499266215972044,0.103815532690322,0.313729839328634,18.5857142857143,60.1428571428571,30,85,19.2714285714286
"80","P75",594,5,42,15.2173913043478,0.321150740326322,0.0994418142285184,0.387565454123586,19.5694444444444,26.75,18.9722222222222,20,56.0277777777778
"81","P76",595,5,35,36,0.548310132682985,0.167258300719959,0.465510374657089,15.7857142857143,54.3714285714286,29.5142857142857,78.2285714285714,22.4
"82","P77",596,5,60,10,0.469204007393184,0.15030821028167,0.490473322594541,60.2666666666667,72.5666666666667,18.8333333333333,15.0333333333333,16.2166666666667
"83","P78",597,5,36,26.6666666666667,0.423501121419554,0.153977997207834,0.454502388642394,32.0416666666667,38.0833333333333,22.625,15,35.1875
"84","P79",598,5,39,24.4897959183673,0.435577305509479,0.148336238988626,0.469764690103597,10.8666666666667,13.6333333333333,6.06666666666667,32.5666666666667,63.05
"85","P8",599,5,31,20.4081632653061,0.660183845892901,0.150249960226753,0.581808959874665,26.5689655172414,25.5862068965517,17.6896551724138,18.2068965517241,47.1724137931034
"86","P80",600,5,82,6,0.531669576466623,0.09715667156972,0.33389374333279,65.8392857142857,84.3214285714286,12,15.25,10.6071428571429
"87","P81",601,5,59,19.3877551020408,0.704321098268724,0.21460002426798,0.67070747729417,30.1538461538462,64.0512820512821,15.8205128205128,66.5128205128205,14.8205128205128
"88","P82",602,5,78,23,0.606378025960207,0.118609387105808,0.396413881244161,59.8870967741936,77.1290322580645,10.4838709677419,13.1935483870968,9.09677419354839
"89","P83",603,5,74,17,0.612101473824968,0.162411289432043,0.499397727474615,49.390625,67.75,18.71875,43.6875,15.953125
"90","P84",604,5,38,21,0.318183769776172,0.09145753500932,0.323845020630283,33.1944444444444,36.6111111111111,15.0555555555556,13.1944444444444,40.2638888888889
"91","P85",605,5,80,19,0.644650495619208,0.156920373412744,0.609733398027137,65.8472222222222,79,17.1944444444444,29.6388888888889,15.6111111111111
"92","P86",606,5,49,16,0.425718931976094,0.0977520848693434,0.323253469972624,20.0735294117647,30.8529411764706,19.1176470588235,28.2352941176471,52.7205882352941
"93","P88",607,5,57,38,0.557733660410115,0.142503023285565,0.505528938366097,50.4864864864865,62.9189189189189,20.6216216216216,15.3243243243243,18.6216216216216
"94","P89",608,5,63,13.8297872340426,0.576274772310378,0.177840288115368,0.59885593078664,25.4166666666667,71.6944444444444,26.2222222222222,81.9722222222222,20.875
"95","P90",609,5,66,10,0.68026050754953,0.0774117012034326,0.18736289573514,35.4210526315789,75.0526315789474,33.2631578947368,54.8421052631579,19.1052631578947
"96","P91",610,5,58,11.2244897959184,0.535901727419455,0.128313501692257,0.446047718113467,70.1034482758621,82.1034482758621,14.3793103448276,27.3448275862069,18.1896551724138
"97","P93",611,5,55,16,0.529876251733147,0.122956819317347,0.433155317895878,24.8815789473684,59.1052631578947,13.9736842105263,80.7105263157895,15.5263157894737
"98","P94",612,5,63,31,0.484397163206482,0.125361976511856,0.44423605866044,36.7794117647059,61.3529411764706,17.1470588235294,75.4705882352941,17.1470588235294
"99","P95",613,5,75,10,0.647110588226443,0.0969385208169186,0.358106889380674,63.375,77.25,0,15.625,0
"100","P96",614,5,45,12,0.35869563700674,0.129260169061675,0.468431680721204,26.5540540540541,26.7297297297297,18.3513513513514,11.9189189189189,43.9864864864865
"101","P97",615,5,61,27.5510204081633,0.568339170605306,0.115080777699589,0.38772410326462,34.5,41.2857142857143,13.5714285714286,22.0571428571429,53.3714285714286
"102","P98",616,5,36,11.4583333333333,0.396679302238256,0.087323605969313,0.293986886370087,24.15625,45.34375,30.75,50.09375,31.890625
"103","P99",617,5,52,23.4042553191489,0.51086998838769,0.149178155395711,0.510478306448001,22.8235294117647,46.3823529411765,15,63.4117647058824,27.25
