"","Child","X","layer","age","aq","scoreByMean","scoreByStd","scoreByMaxmin","MeanCompl","MeanMeaning","MeanTracing","MeanColoring","MeanScribble"
"93","P88",92,0,57,38,0.624672815189642,0.169347202455684,0.656858174395697,50.4864864864865,62.9189189189189,20.6216216216216,15.3243243243243,18.6216216216216
"94","P89",93,0,63,13.8297872340426,0.522061428041348,0.179147355866434,0.619777625470783,25.4166666666667,71.6944444444444,26.2222222222222,81.9722222222222,20.875
"95","P90",94,0,66,10,0.71127330106681,0.241041943154753,0.589985344655777,35.4210526315789,75.0526315789474,33.2631578947368,54.8421052631579,19.1052631578947
"96","P91",95,0,58,11.2244897959184,0.700240626687785,0.256588349889917,0.711759667019986,70.1034482758621,82.1034482758621,14.3793103448276,27.3448275862069,18.1896551724138
"97","P93",96,0,55,16,0.630139011003091,0.161529513008713,0.627041900648594,24.8815789473684,59.1052631578947,13.9736842105263,80.7105263157895,15.5263157894737
"98","P94",97,0,63,31,0.598997889616091,0.165425542173969,0.695518477627322,36.7794117647059,61.3529411764706,17.1470588235294,75.4705882352941,17.1470588235294
"99","P95",98,0,75,10,0.669345153823773,0.197353404754257,0.695746183753716,63.375,77.25,0,15.625,0
"100","P96",99,0,45,12,0.742125750667636,0.2191324086213,0.786874387349192,26.5540540540541,26.7297297297297,18.3513513513514,11.9189189189189,43.9864864864865
"101","P97",100,0,61,27.5510204081633,0.66794554528274,0.276651171334339,1.12225563398458,34.5,41.2857142857143,13.5714285714286,22.0571428571429,53.3714285714286
"102","P98",101,0,36,11.4583333333333,0.594702143899906,0.282715952838145,0.938653972368753,24.15625,45.34375,30.75,50.09375,31.890625
"103","P99",102,0,52,23.4042553191489,0.601648639773752,0.189375087218627,0.593725244520724,22.8235294117647,46.3823529411765,15,63.4117647058824,27.25
