"","Child","X","layer","age","aq","scoreByMean","scoreByStd","scoreByMaxmin","MeanCompl","MeanMeaning","MeanTracing","MeanColoring","MeanScribble"
"54","P47",362,3,69,27,0.741390485980906,0.388268219352025,1.30248488441752,71.6428571428571,83.6428571428571,14.9285714285714,14.9642857142857,11.3035714285714
"55","P48",363,3,47,18.3673469387755,1.04992842210161,0.546769030408496,1.74377042112112,19.6774193548387,28.741935483871,18.1935483870968,38.5806451612903,56.1935483870968
"56","P50",364,3,26,10.7142857142857,0.885930627805817,0.407265105546867,1.33229178575264,23.9,27.1333333333333,19.5666666666667,24.6666666666667,60.65
"57","P51",365,3,37,22,1.04646397984177,0.453648940595897,1.36997046422356,44.9838709677419,54.6451612903226,37.4193548387097,37.7096774193548,35.6129032258064
"58","P52",366,3,27,14,0.968372224858572,0.474454428412022,1.63582103551831,20.6612903225806,17.1935483870968,19.3225806451613,25.4838709677419,58.258064516129
"59","P53",367,3,35,17,0.999301033031298,0.387729121396741,1.31469945265877,68.7333333333333,81.2,14.4666666666667,35.2,14
"60","P54",368,3,41,16,0.822343973074215,0.426239433624174,1.24617053928498,21.1666666666667,20.0740740740741,16.1481481481481,20.5555555555556,56.6851851851852
"61","P55",369,3,49,11,0.544264166479559,0.25240828254826,0.772322397403822,14.0384615384615,48.5,20.3076923076923,66.7307692307692,31.0384615384615
"62","P56",370,3,73,23,0.504881525858274,0.302845211280224,1.09624246039689,58.9354838709677,76,24.6774193548387,27.258064516129,14.9193548387097
"63","P57",371,3,90,16,0.63365148105132,0.349196362533358,1.11769670680463,64.2222222222222,76.0740740740741,22.2962962962963,22.8148148148148,20.7777777777778
"64","P58",372,3,99,14.2857142857143,1.10529427414388,0.587706109166189,1.61509871911051,63.5967741935484,86.8387096774194,11.8709677419355,32.3870967741936,10.6612903225806
"65","P59",373,3,49,25,0.612776295412566,0.505280579108839,1.35553996981236,49.7,65.4333333333333,19.5333333333333,72.8666666666667,25.3166666666667
"66","P60",374,3,75,30,0.975971542149066,0.438759159564879,1.28303576789762,54.0666666666667,62.3,23.3666666666667,30.1,24.7333333333333
"67","P61",375,3,57,17,1.01586306076021,0.349933196070261,0.796816916625381,22.5714285714286,54.3571428571429,24.0714285714286,71.9285714285714,23.6428571428571
"68","P62",376,3,73,27,1.0899444846033,0.445516945045752,1.60265573508636,38.5,32.8709677419355,15.9677419354839,29.3225806451613,39.2258064516129
"69","P63",377,3,67,17,0.945010676043458,0.340027020350464,1.42136700202119,15.546875,64.03125,20.5625,90.90625,14.46875
"70","P64",378,3,48,12,0.849314661303455,0.398514869663281,1.36490913723084,19.65,46,19.5,42.7666666666667,28.3666666666667
"71","P65",379,3,56,32,1.04038802942807,0.371807362183736,1.30126119895625,50.25,60.9722222222222,16.8611111111111,28.7222222222222,28.0694444444444
"72","P66",380,3,83,11.9047619047619,1.12356225812396,0.330705348726747,1.12265139279736,53.9852941176471,69.4117647058823,12.6764705882353,47.3235294117647,16.4558823529412
"73","P67",381,3,64,9,1.04692463015542,0.567640799860232,1.68361768798845,55.7058823529412,76.2352941176471,13.8823529411765,13.8529411764706,14.1764705882353
"74","P68",382,3,70,20,0.878013957686572,0.497878922806882,1.53387352858384,70.46875,84.875,17,28.8125,9.921875
"75","P70",383,3,65,15,1.0888483674643,0.366349411192974,1.11349391397766,36.4090909090909,61.030303030303,13.3636363636364,43.3636363636364,20.2272727272727
"76","P71",384,3,56,11,0.926948575765568,0.471512565890632,1.45963222189732,64.9594594594595,65.027027027027,10.3513513513514,16.027027027027,21.1081081081081
"77","P72",385,3,50,15,1.00559417747954,0.355681304209491,1.40979794374185,15.0588235294118,48.7941176470588,18.3823529411765,80.9411764705882,18.8970588235294
"78","P73",386,3,76,19,0.915882242159374,0.354887393334895,1.38205440637291,54.1944444444444,69.9166666666667,14.1944444444444,40.9444444444444,18.4305555555556
"79","P74",387,3,63,23,0.674670772789245,0.300885899102969,0.941092184205823,18.5857142857143,60.1428571428571,30,85,19.2714285714286
"80","P75",388,3,42,15.2173913043478,0.79816603928644,0.42995000599618,1.44273334228147,19.5694444444444,26.75,18.9722222222222,20,56.0277777777778
"81","P76",389,3,35,36,0.912532663981535,0.456281098528796,1.48778027581401,15.7857142857143,54.3714285714286,29.5142857142857,78.2285714285714,22.4
"82","P77",390,3,60,10,1.03019990155527,0.546600874015641,1.54310809484556,60.2666666666667,72.5666666666667,18.8333333333333,15.0333333333333,16.2166666666667
"83","P78",391,3,36,26.6666666666667,0.235206563864649,0.0916877702269616,0.262085912684616,32.0416666666667,38.0833333333333,22.625,15,35.1875
"84","P79",392,3,39,24.4897959183673,0.784234486563495,0.40986624684791,1.31982716928338,10.8666666666667,13.6333333333333,6.06666666666667,32.5666666666667,63.05
"85","P8",393,3,31,20.4081632653061,0.175017448496721,0.133148063644332,0.506112889849388,26.5689655172414,25.5862068965517,17.6896551724138,18.2068965517241,47.1724137931034
"86","P80",394,3,82,6,1.02740341764812,0.40129324998867,1.36232663740594,65.8392857142857,84.3214285714286,12,15.25,10.6071428571429
"87","P81",395,3,59,19.3877551020408,0.859650898984516,0.37394876005058,1.3431681505201,30.1538461538462,64.0512820512821,15.8205128205128,66.5128205128205,14.8205128205128
"88","P82",396,3,78,23,0.96258616306376,0.379959711729143,1.1054601589985,59.8870967741936,77.1290322580645,10.4838709677419,13.1935483870968,9.09677419354839
"89","P83",397,3,74,17,0.351936718243055,0.188363483219679,0.626721791904312,49.390625,67.75,18.71875,43.6875,15.953125
"90","P84",398,3,38,21,0.997805176446095,0.406881427672485,1.24818610584099,33.1944444444444,36.6111111111111,15.0555555555556,13.1944444444444,40.2638888888889
"91","P85",399,3,80,19,0.992216813149977,0.347499996173443,1.32799694472783,65.8472222222222,79,17.1944444444444,29.6388888888889,15.6111111111111
"92","P86",400,3,49,16,0.463234008558578,0.211594914208429,0.684909201837356,20.0735294117647,30.8529411764706,19.1176470588235,28.2352941176471,52.7205882352941
"93","P88",401,3,57,38,1.03988100998164,0.517781223966032,1.52651401688963,50.4864864864865,62.9189189189189,20.6216216216216,15.3243243243243,18.6216216216216
"94","P89",402,3,63,13.8297872340426,0.914746550342779,0.398179094577922,1.29349599825736,25.4166666666667,71.6944444444444,26.2222222222222,81.9722222222222,20.875
"95","P90",403,3,66,10,0.883673660967035,0.307534096230414,0.720460820925146,35.4210526315789,75.0526315789474,33.2631578947368,54.8421052631579,19.1052631578947
"96","P91",404,3,58,11.2244897959184,0.844181064731786,0.396612995129286,1.33348863710857,70.1034482758621,82.1034482758621,14.3793103448276,27.3448275862069,18.1896551724138
"97","P93",405,3,55,16,0.889558284813907,0.405614967467056,1.25919215552594,24.8815789473684,59.1052631578947,13.9736842105263,80.7105263157895,15.5263157894737
"98","P94",406,3,63,31,0.983256092034767,0.429295733545263,1.4887807586263,36.7794117647059,61.3529411764706,17.1470588235294,75.4705882352941,17.1470588235294
"99","P95",407,3,75,10,0.919139186455533,0.463005482182482,1.50470736089905,63.375,77.25,0,15.625,0
"100","P96",408,3,45,12,0.907577674164668,0.406835231567271,1.38923972830662,26.5540540540541,26.7297297297297,18.3513513513514,11.9189189189189,43.9864864864865
"101","P97",409,3,61,27.5510204081633,1.12389190548835,0.443196786998433,1.33603541428686,34.5,41.2857142857143,13.5714285714286,22.0571428571429,53.3714285714286
"102","P98",410,3,36,11.4583333333333,0.865267095068333,0.424848946636959,1.45845630619163,24.15625,45.34375,30.75,50.09375,31.890625
"103","P99",411,3,52,23.4042553191489,0.553851402298998,0.247663854471335,0.880095305808275,22.8235294117647,46.3823529411765,15,63.4117647058824,27.25
