,style,layer,dist
0,0,0,0.32067937646309885
1,0,1,0.20372399658916862
2,0,2,0.15523414827958137
3,0,3,0.7521620555860097
4,0,4,0.7224819358814282
5,0,5,0.5044270902865156
6,0,6,0.4261478465537927
7,1,0,0.1775668477072474
8,1,0,0.5558348329996036
9,1,0,0.34793498916224364
10,1,0,0.3932584399460013
11,1,0,0.13585863306972557
12,1,0,0.19187834796930558
13,1,0,0.9719788541411631
14,1,0,0.45348655981836705
15,1,0,0.6698896322642496
16,1,0,0.23667226126429197
17,1,0,0.3010746085008442
18,1,0,0.26415378685915125
19,1,0,0.4719102143967968
20,1,0,0.38211692055213886
21,1,0,0.15055137881295244
22,1,0,0.19661907660025535
23,1,0,0.36384603018264505
24,1,0,0.807129605656506
25,1,0,0.8340606528913654
26,1,0,0.3462376609672908
27,1,0,0.29762939510976905
28,1,0,0.37616879595401054
29,1,0,0.5937417574076824
30,1,1,0.18349628474849888
31,1,1,0.7922407867882121
32,1,1,0.18197172575209053
33,1,1,0.6277704448031598
34,1,1,0.08046774185222061
35,1,1,0.2177689071582255
36,1,1,0.5024896268240949
37,1,1,0.6793976605498402
38,1,1,0.8196155033941013
39,1,1,0.2430134343886825
40,1,1,0.2578531108802684
41,1,1,0.12052219376758111
42,1,1,0.5201623216712691
43,1,1,0.4645802962526766
44,1,1,0.15118446050007683
45,1,1,0.21260586628931555
46,1,1,0.31533182492682377
47,1,1,0.5299942255840878
48,1,1,0.5164436853656496
49,1,1,0.13192086113861556
50,1,1,0.10118300347119902
51,1,1,0.19417314048404732
52,1,1,0.28745128231766137
53,1,2,0.06570353640209103
54,1,2,0.9553430004245225
55,1,2,0.21277048524813136
56,1,2,0.4365356819823546
57,1,2,0.05254918876318704
58,1,2,0.21092944823800897
59,1,2,0.23066695587673025
60,1,2,0.6911462703270248
61,1,2,0.6714131322662911
62,1,2,0.15873293139349642
63,1,2,0.18645352999552267
64,1,2,0.07079596863099746
65,1,2,0.7017438397269709
66,1,2,0.34676766665038383
67,1,2,0.1404503055287616
68,1,2,0.07834461442576157
69,1,2,0.184941617192677
70,1,2,0.39671351010642264
71,1,2,0.1573153312890293
72,1,2,0.08619694425724311
73,1,2,0.03635272993395866
74,1,2,0.21688342886919187
75,1,2,0.2220955970679911
76,1,3,0.031963353758912794
77,1,3,0.6195563520443381
78,1,3,0.7534646516801939
79,1,3,0.0867924955577033
80,1,3,0.05846954734610588
81,1,3,0.3051327262001029
82,1,3,0.19222086994485
83,1,3,0.6505187866500521
84,1,3,1.1577526158066456
85,1,3,0.10196289884578247
86,1,3,0.4244464948346145
87,1,3,0.051452572496621385
88,1,3,0.31096970225319187
89,1,3,1.238073170038784
90,1,3,0.15164260436935517
91,1,3,0.04129493829736752
92,1,3,0.7346197335164568
93,1,3,1.4023747341754738
94,1,3,0.19327341807604292
95,1,3,0.05217181471911758
96,1,3,0.02062964290625935
97,1,3,0.5638994110629352
98,1,3,0.12021357369642394
99,1,4,0.31853901332969525
100,1,4,0.3605813007290979
101,1,4,1.1288125873971517
102,1,4,0.8608552338326799
103,1,4,0.11285803910931025
104,1,4,0.5790823216544179
105,1,4,0.5305604709537772
106,1,4,1.4691854681629253
107,1,4,0.5804118400227704
108,1,4,0.06311180037338815
109,1,4,0.758812951091747
110,1,4,0.0921818926377116
111,1,4,0.0884157970649001
112,1,4,0.7791602895121588
113,1,4,0.02651214124165613
114,1,4,0.7392176090199041
115,1,4,0.07868950994931978
116,1,4,0.5788039866331753
117,1,4,0.3563670552439192
118,1,4,0.2910715585704582
119,1,4,0.11600868930126651
120,1,4,0.8397480875718818
121,1,4,0.11143144825909634
122,1,5,0.5954207058423384
123,1,5,0.6192045954203131
124,1,5,0.7993844045840058
125,1,5,0.6199177048521545
126,1,5,0.510208401977701
127,1,5,0.48595015817985354
128,1,5,0.604201385450498
129,1,5,0.6374521773602819
130,1,5,0.7148872388497904
131,1,5,0.40621693083723454
132,1,5,0.6800530375688658
133,1,5,0.554162216438467
134,1,5,0.6963682720154654
