,style,layer,dist
0,0,0,0.32067937646309885
1,0,0,0.34080868395710495
2,0,0,0.13696011157569243
3,0,0,0.19192561920617768
4,0,0,0.782938685767585
5,0,0,0.4584978925972527
6,0,0,0.11007082915614608
7,0,0,0.7928944026819778
8,0,0,0.23246968991997008
9,0,0,0.1945691074925615
10,0,0,0.12151930678348477
11,0,0,0.6416198399472358
12,0,0,0.22834841448437748
13,0,0,0.24065110554647984
14,0,0,0.4257571857165423
15,0,0,0.4553971207699534
16,0,0,0.7072772878896016
17,0,0,0.475399631757604
18,0,0,0.13862257381187426
19,0,0,0.199373339096093
20,0,0,0.6972418000089029
21,0,0,0.40883554902093633
22,0,0,0.27254179749980856
23,0,0,0.6293660284418051
24,0,0,0.225340198461919
25,0,0,0.23897821971233935
26,0,0,0.32606058922553727
27,0,0,0.47148959216431197
28,0,0,0.2759249575377193
29,0,0,0.1424179290610481
30,0,0,0.4020378756969003
31,0,0,0.37708452449711105
32,0,0,0.12089418123155271
33,0,0,0.16554127004030006
34,0,0,0.7003375170182068
35,0,0,0.24632395402162643
36,0,0,0.15534977278351791
37,0,0,0.3943605576416863
38,0,0,0.3068916329271947
39,0,0,0.17831671643516556
40,0,0,0.4752551500579676
41,0,0,0.6377342921337018
42,0,0,0.11930978066567222
43,0,0,0.2668198770380832
44,0,0,0.12202221832391702
45,0,0,0.13011450065091001
46,0,0,0.2540845945436352
47,0,0,0.3900086930130351
48,0,0,0.15340178639875468
49,0,0,0.5056136401189055
50,0,0,0.17607746555309778
51,0,1,0.20372399658916862
52,0,1,0.4540350159912788
53,0,1,0.13058362712703941
54,0,1,0.3905613714404499
55,0,1,0.7230664417545327
56,0,1,0.5714722426883734
57,0,1,0.10927943286442265
58,0,1,0.4886009683803323
59,0,1,0.2797653591099276
60,0,1,0.31630920628961157
61,0,1,0.12409590666475712
62,0,1,0.6673280919595633
63,0,1,0.16105229611624117
64,0,1,0.29441253745821494
65,0,1,0.5617045218523609
66,0,1,0.4737716914865334
67,0,1,0.5199429768441495
68,0,1,0.482460520497633
69,0,1,0.13182832578957815
70,0,1,0.24826870188512729
71,0,1,0.45938616027720836
72,0,1,0.19651212084110503
73,0,1,0.32322208689229126
74,0,1,0.5299125679500429
75,0,1,0.2976441827067735
76,0,1,0.310310568969022
77,0,1,0.503688318531255
78,0,1,0.5073091175166577
79,0,1,0.3570344818892688
80,0,1,0.12110741814868897
81,0,1,0.3975011479690028
82,0,1,0.4185391038427221
83,0,1,0.11001831077087498
84,0,1,0.4360911827643762
85,0,1,0.4697718397402899
86,0,1,0.21971979644242412
87,0,1,0.09263202012746441
88,0,1,0.43270785570305315
89,0,1,0.30692276010740493
90,0,1,0.22186465058414306
91,0,1,0.41004842713791156
92,0,1,0.4523495428242218
93,0,1,0.15274205126103035
94,0,1,0.237068454941873
95,0,1,0.17567455771063112
96,0,1,0.1101493854014034
97,0,1,0.28154113455004415
98,0,1,0.5249364950819805
99,0,1,0.15404509824247548
100,0,1,0.7123207994987983
101,0,1,0.18659112554006552
102,0,2,0.15523414827958137
103,0,2,0.44702595719805815
104,0,2,0.12940871931111375
105,0,2,0.8016509234770106
106,0,2,0.5566817702079991
107,0,2,0.5795631413754749
108,0,2,0.1375641721921712
109,0,2,0.8197723148646245
110,0,2,0.354509118687818
111,0,2,0.4383107227808649
112,0,2,0.19143718672391252
113,0,2,0.690884443782777
114,0,2,0.17404499190519773
115,0,2,0.3233760799846892
116,0,2,0.3611781754014163
117,0,2,0.6543834204815521
118,0,2,0.48553349554247216
119,0,2,0.3843803829370306
120,0,2,0.1365937837547203
121,0,2,0.19008899302100202
122,0,2,0.30237632181954255
123,0,2,0.09203967329955243
124,0,2,0.36582142746521595
125,0,2,0.6875003637461299
126,0,2,0.3086419299492117
127,0,2,0.37575910050874584
128,0,2,0.46374245432458916
129,0,2,0.43285845010486956
130,0,2,0.33387716910067267
131,0,2,0.09113637999674562
132,0,2,0.41331895713393896
133,0,2,0.31109074045640916
134,0,2,0.08761714860878
135,0,2,0.3173013584571067
136,0,2,0.34292532045857516
137,0,2,0.23553762568568282
138,0,2,0.04959001668575547
139,0,2,0.35788851469541005
140,0,2,0.25524840404669547
141,0,2,0.1974985722848811
142,0,2,0.5845983842731723
143,0,2,0.42342720933241584
144,0,2,0.25316201733473687
145,0,2,0.29903423524151096
146,0,2,0.17573904988143907
147,0,2,0.07741945391831728
148,0,2,0.2799618004177422
149,0,2,0.5888981150653501
150,0,2,0.18505088691860772
151,0,2,0.8265658119926598
152,0,2,0.22314175951054194
153,0,3,0.7521620555860097
154,0,3,1.03481889590982
155,0,3,0.19635644639136474
156,0,3,0.1315898391863295
157,0,3,0.31744625389996806
158,0,3,0.07412360790611272
159,0,3,0.6807306664050574
160,0,3,0.15348315209967422
161,0,3,0.24578995004354853
162,0,3,0.14011328225792408
163,0,3,0.6409684546200215
164,0,3,0.5080155021616278
165,0,3,0.1823771786537829
166,0,3,0.5733975994284675
167,0,3,0.07714399609155287
168,0,3,0.46640852385647014
169,0,3,0.7715267438933683
170,0,3,0.4560268585513172
171,0,3,0.23457874612633156
172,0,3,0.5020317792786737
173,0,3,0.12723706102752919
174,0,3,0.2920835655347849
175,0,3,0.4849077164168665
176,0,3,1.5905293771690416
177,0,3,0.5871634922617771
178,0,3,0.6501645392365307
179,0,3,0.8003273602565956
180,0,3,0.48353741331385325
181,0,3,0.6026525532420489
182,0,3,0.15893467077476786
183,0,3,1.3523532578025783
184,0,3,0.8579124443245871
185,0,3,0.23397839927041186
186,0,3,0.09671980401320668
187,0,3,1.5011019088583084
188,0,3,0.43593384294846227
189,0,3,1.1769502428441196
190,0,3,0.9141903021676681
191,0,3,0.8582345499286615
192,0,3,0.6272236452076714
193,0,3,0.9188965169700724
194,0,3,0.6123724525836457
195,0,3,0.33896566912032444
196,0,3,0.4430616226989046
197,0,3,0.0877689496309686
198,0,3,0.1722663452495763
199,0,3,0.4881033407173929
200,0,3,1.1138698745452815
201,0,3,0.9373001451349234
202,0,3,0.5155374460312254
203,0,3,0.5046277797890744
204,0,4,0.7224819358814282
205,0,4,0.6080303878154911
206,0,4,0.7909374631448265
207,0,4,0.7385929084979252
208,0,4,0.5524444165041222
209,0,4,0.21160934240923113
210,0,4,0.654126084756791
211,0,4,0.3644831326367354
212,0,4,0.6291336581060738
213,0,4,0.3800819612368649
214,0,4,0.3624898766753861
215,0,4,0.6110248832935725
216,0,4,1.2831148268657735
217,0,4,0.3248901027508132
218,0,4,0.35647700761863754
219,0,4,0.14091963369211868
220,0,4,0.7090432719632569
221,0,4,1.0296355196121503
222,0,4,0.14697417841604
223,0,4,0.456508851211069
224,0,4,0.5360859623974029
225,0,4,0.8137702435315318
226,0,4,0.6267559651920305
227,0,4,1.2468661588468601
228,0,4,0.4759820809563001
229,0,4,0.9198303311716571
230,0,4,1.5542439731193862
231,0,4,1.1857621176683009
232,0,4,0.9797253427504329
233,0,4,0.18319776733890014
234,0,4,0.9704304562931295
235,0,4,1.0697393367631898
236,0,4,0.09730801189434679
237,0,4,0.1983290901315612
238,0,4,0.6359544356192722
239,0,4,0.5263762965413492
240,0,4,1.0912474896182645
241,0,4,1.159651466533713
242,0,4,0.7091589793511576
243,0,4,0.191270771354476
244,0,4,0.6239029295500065
245,0,4,1.5586411825217537
246,0,4,0.6943048808790471
247,0,4,0.21886580521133825
248,0,4,0.8593342093383292
249,0,4,0.11806820378548111
250,0,4,0.03573499602907049
251,0,4,0.6549574653648046
